Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window
2,22,0.3609090909090909,-2.611547342015993E-16,0.3609090909090909,-2.611547342015993E-16,0.02041131105398466,0.0,0.0,0.02041131105398466,0.0,0.0
3,12,1.035,0.4166666666666657,0.5988235294117646,0.14705882352941127,0.04195945945945929,0.0,0.0,0.02972262773722625,0.0,0.0
4,16,-0.13937500000000003,-0.3749999999999991,0.3626,-0.020000000000000052,-0.007610921501706463,0.0,0.0,0.018537832310838435,0.0,0.0
5,14,0.6385714285714286,0.21428571428571347,0.42296875,0.031249999999999778,0.038369098712446405,0.0,0.0,0.022353426919900908,0.0,0.0
6,17,0.956470588235294,0.41176470588235115,0.5349382716049382,0.11111111111111056,0.03474358974358965,0.0,0.0,0.025807027992852862,0.0,0.0
7,7,1.24,0.5714285714285745,0.5910227272727272,0.14772727272727246,0.06027777777777781,0.0,0.0,0.028529895776193068,0.0,0.0
8,14,0.6678571428571428,0.2142857142857144,0.6015686274509804,0.15686274509803902,0.027339181286549826,0.0,0.0,0.028341801385681292,0.0,0.0
9,6,0.8616666666666667,0.3333333333333323,0.6160185185185185,0.1666666666666664,0.03946564885496191,0.0,0.0,0.02897648083623694,0.0,0.0
10,14,-0.26142857142857145,-0.42857142857142694,0.5153278688524591,0.09836065573770487,-0.010427350427350468,0.0,0.0,0.02375141669814885,0.0,0.0
11,13,0.6876923076923076,-0.0769230769230765,0.5319259259259259,0.08148148148148149,0.03335820895522391,0.0,0.0,0.024634648370497433,0.0,0.0
12,6,0.23666666666666666,-0.1666666666666667,0.5193617021276596,0.07092198581560284,0.01173553719008265,0.0,0.0,0.0241205533596838,0.0,0.0
13,13,1.116153846153846,0.6923076923076904,0.5697402597402598,0.12337662337662321,0.050557491289198474,0.0,0.0,0.02640385194101715,0.0,0.0
14,14,0.5135714285714286,0.2857142857142855,0.5650595238095238,0.13690476190476172,0.03253393665158373,0.0,0.0,0.026786117381489834,0.0,0.0
15,10,0.651,0.20000000000000046,0.5698876404494383,0.14044943820224706,0.04068749999999989,0.0,0.0,0.027386609071274284,0.0,0.0
16,9,0.32555555555555554,3.4617370698381615E-16,0.5581283422459893,0.1336898395721924,0.011673306772908336,0.0,0.0,0.02638938053097344,0.0,0.0
17,13,1.0015384615384615,0.5384615384615383,0.58695,0.1599999999999999,0.07037837837837828,0.0,0.0,0.0283550724637681,0.0,0.0
18,15,0.2513333333333333,0.13333333333333283,0.5635348837209302,0.1581395348837208,0.012693602693602698,0.0,0.0,0.027306738787468993,0.0,0.0
19,13,0.7384615384615384,0.5384615384615379,0.5735087719298245,0.1798245614035086,0.039506172839506214,0.0,0.0,0.027940170940170928,0.0,0.0
