Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,80,0.7206250000000006,0.37499999999999717,0.7206250000000006,0.37499999999999717,0.0,0.0,0.010820195195195077,0.0,0.0,0.010820195195195077,0.0,0.0,0.39375,0.0,0.0,0.39375
3,59,0.31796610169491535,-0.033898305084746574,0.5497122302158277,0.2014388489208613,0.0,0.0,0.004560038891589513,0.0,0.0,0.008092565134505255,0.0,0.0,0.3220338983050847,0.0,0.0,0.36330935251798563
4,53,0.5662264150943401,0.26415094339622536,0.5542708333333337,0.21874999999999825,0.0,0.0,0.00785396493064659,0.0,0.0,0.008023825680464393,0.0,0.0,0.38207547169811323,0.0,0.0,0.3684895833333333
5,49,0.8065306122448987,0.40816326530611446,0.6055601659751042,0.2572614107883787,0.0,0.0,0.010348258706467705,0.0,0.0,0.008543496077742619,0.0,0.0,0.413265306122449,0.0,0.0,0.3775933609958506
6,44,0.4104545454545457,-3.60191674466457E-16,0.5754385964912284,0.2175438596491202,0.0,0.0,0.00432885906040262,0.0,0.0,0.007716194598663741,0.0,0.0,0.32954545454545453,0.0,0.0,0.3701754385964912
7,55,0.6363636363636369,0.21818181818180402,0.5852941176470592,0.21764705882352495,0.0,0.0,0.008133860097606355,0.0,0.0,0.007786516414289599,0.0,0.0,0.36818181818181817,0.0,0.0,0.3698529411764706
8,40,0.7285000000000001,0.2999999999999981,0.600368421052632,0.22631578947368003,0.0,0.0,0.009908194491669457,0.0,0.0,0.008005474068355644,0.0,0.0,0.45625,0.0,0.0,0.37894736842105264
9,49,0.45224489795918377,0.061224489795921065,0.5834498834498838,0.20745920745920404,0.0,0.0,0.0054167685162550844,0.0,0.0,0.007680505692104658,0.0,0.0,0.34183673469387754,0.0,0.0,0.3747086247086247
10,50,0.4642000000000003,0.07999999999999109,0.5710020876826726,0.19415448851774134,0.0,0.0,0.004656902086677464,0.0,0.0,0.007279429377478487,0.0,0.0,0.37,0.0,0.0,0.3742171189979123
11,44,0.46159090909090933,0.04545454545454796,0.5617973231357556,0.18164435946462373,0.0,0.0,0.005959507042253547,0.0,0.0,0.007169663990629786,0.0,0.0,0.3693181818181818,0.0,0.0,0.3738049713193117
12,47,0.6093617021276596,0.2553191489361715,0.5657192982456143,0.18771929824561098,0.0,0.0,0.006457722660653931,0.0,0.0,0.0071001409194997225,0.0,0.0,0.3776595744680851,0.0,0.0,0.37412280701754386
13,53,0.4966037735849058,0.15094339622641575,0.5598394863563405,0.184590690208665,0.0,0.0,0.005626336041043294,0.0,0.0,0.00696251048029704,0.0,0.0,0.32547169811320753,0.0,0.0,0.36998394863563405
14,44,0.008636363636363619,-0.3636363636363908,0.5234782608695654,0.14842578710644244,0.0,0.0,8.015186669476805E-5,0.0,0.0,0.006367466034467034,0.0,0.0,0.29545454545454547,0.0,0.0,0.3650674662668666
15,43,0.7188372093023262,0.2325581395348812,0.5353098591549298,0.15352112676055912,0.0,0.0,0.008962017976224854,0.0,0.0,0.006521000617665214,0.0,0.0,0.4069767441860465,0.0,0.0,0.3676056338028169
16,57,0.4124561403508773,1.5835286298600917E-15,0.5261799217731423,0.1421121251629688,0.0,0.0,0.0052571556350625446,0.0,0.0,0.006430938874370563,0.0,0.0,0.36403508771929827,0.0,0.0,0.36734028683181225
17,47,0.7180851063829791,0.08510638297872516,0.5372604422604425,0.13882063882063533,0.0,0.0,0.010468362282878526,0.0,0.0,0.006628220672931182,0.0,0.0,0.425531914893617,0.0,0.0,0.3707002457002457
18,45,0.49555555555555564,0.08888888888888988,0.5350756693830037,0.13620488940628311,0.0,0.0,0.004855214456781939,0.0,0.0,0.006512830685956369,0.0,0.0,0.39444444444444443,0.0,0.0,0.3719441210710128
19,34,0.8670588235294123,0.5294117647058904,0.5477155655095187,0.15117581187009796,0.0,0.0,0.013067375886524707,0.0,0.0,0.006715868678685668,0.0,0.0,0.4485294117647059,0.0,0.0,0.3748600223964166
20,47,0.7302127659574472,0.3404255319148825,0.556840425531915,0.1606382978723372,0.0,0.0,0.008453201970443436,0.0,0.0,0.00680760576935581,0.0,0.0,0.4521276595744681,0.0,0.0,0.37872340425531914
21,49,0.6222448979591839,0.24489795918366775,0.5600808897876645,0.16481294236602292,0.0,0.0,0.00845535219079319,0.0,0.0,0.0068814212062860945,0.0,0.0,0.4030612244897959,0.0,0.0,0.3799292214357937
22,46,0.6297826086956524,0.1739130434782453,0.5631787439613528,0.16521739130434393,0.0,0.0,0.006644495412844115,0.0,0.0,0.006869247539921036,0.0,0.0,0.46195652173913043,0.0,0.0,0.38357487922705313
23,51,0.6435294117647063,0.2941176470588197,0.5669521178637204,0.1712707182320403,0.0,0.0,0.010683593749999899,0.0,0.0,0.007002513448656263,0.0,0.0,0.29901960784313725,0.0,0.0,0.3796040515653775
24,46,0.8656521739130439,0.3260869565217323,0.5790901060070675,0.17756183745582638,0.0,0.0,0.010503824848324938,0.0,0.0,0.007147233912645272,0.0,0.0,0.45108695652173914,0.0,0.0,0.3825088339222615
25,51,0.5978431372549022,0.19607843137255013,0.5798985629754864,0.17836010143702072,0.0,0.0,0.006673232654847839,0.0,0.0,0.007124741657752332,0.0,0.0,0.3872549019607843,0.0,0.0,0.3827134404057481
26,46,0.6300000000000002,0.23913043478260815,0.5817737998372663,0.18063466232709152,0.0,0.0,0.0102875399361021,0.0,0.0,0.007214643203099758,0.0,0.0,0.3967391304347826,0.0,0.0,0.38323840520748575
27,46,0.26717391304347826,0.04347826086956792,0.570423529411765,0.17568627450980046,0.0,0.0,0.002673482706112481,0.0,0.0,0.007013336419128046,0.0,0.0,0.2554347826086957,0.0,0.0,0.37862745098039213
28,54,0.683518518518519,0.22222222222221402,0.5750188111361928,0.1775771256583861,0.0,0.0,0.0075946502057614405,0.0,0.0,0.0070393603596134715,0.0,0.0,0.37962962962962965,0.0,0.0,0.37866817155756205
29,43,0.8813953488372097,0.34883720930232553,0.5846209912536445,0.18294460641399063,0.0,0.0,0.010682074408117163,0.0,0.0,0.00715464414096993,0.0,0.0,0.46511627906976744,0.0,0.0,0.38137755102040816
30,53,0.19132075471698112,-0.15094339622641112,0.5699929824561405,0.17052631578947042,0.0,0.0,0.001809744779582217,0.0,0.0,0.006900231072447984,0.0,0.0,0.30660377358490565,0.0,0.0,0.37859649122807015
31,56,0.7396428571428577,0.19642857142857098,0.5764078325455775,0.17150573936529057,0.0,0.0,0.00924966502903105,0.0,0.0,0.006986332760455014,0.0,0.0,0.48214285714285715,0.0,0.0,0.3825118163403106
32,49,0.581632653061225,0.12244897959183215,0.576575163398693,0.16993464052287263,0.0,0.0,0.00895381715362857,0.0,0.0,0.007036283729351598,0.0,0.0,0.37244897959183676,0.0,0.0,0.3821895424836601
33,57,0.7468421052631583,0.36842105263158187,0.5826906112161313,0.17706364209199452,0.0,0.0,0.008065555134521495,0.0,0.0,0.007077863927562762,0.0,0.0,0.41228070175438597,0.0,0.0,0.3832703213610586
34,51,0.4884313725490198,-3.785642823182642E-15,0.5797557997557999,0.17155067155066855,0.0,0.0,0.005586454361964561,0.0,0.0,0.007028643327658962,0.0,0.0,0.4215686274509804,0.0,0.0,0.3844627594627595
35,45,0.5493333333333337,0.22222222222222113,0.578942364824718,0.17290552584669938,0.0,0.0,0.006200150489089442,0.0,0.0,0.0070048958640373405,0.0,0.0,0.34444444444444444,0.0,0.0,0.38339275103980985
36,54,0.7966666666666673,0.3333333333333307,0.5857109959700635,0.17789291882555835,0.0,0.0,0.013935860058309251,0.0,0.0,0.007155376132335583,0.0,0.0,0.4305555555555556,0.0,0.0,0.38485895221646516
