Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,93,0.7380645161290329,0.2795698924731202,0.7380645161290329,0.2795698924731202,0.0,0.0,0.011289473684210084,0.0,0.0,0.011289473684210084,0.0,0.0,0.44086021505376344,0.0,0.0,0.44086021505376344
3,44,0.6565909090909094,0.1818181818181876,0.7118978102189786,0.248175182481755,0.0,0.0,0.006860603182142095,0.0,0.0,0.009477213098823989,0.0,0.0,0.4772727272727273,0.0,0.0,0.45255474452554745
4,47,0.864893617021277,0.46808510638298,0.7509782608695658,0.3043478260869592,0.0,0.0,0.015707109737248818,0.0,0.0,0.010729093873747778,0.0,0.0,0.4095744680851064,0.0,0.0,0.44157608695652173
5,46,0.514130434782609,0.04347826086956973,0.7036086956521743,0.2521739130434813,0.0,0.0,0.00743009739239717,0.0,0.0,0.010075333084298208,0.0,0.0,0.3967391304347826,0.0,0.0,0.4326086956521739
6,57,0.7031578947368425,0.3157894736842112,0.7035191637630667,0.2648083623693406,0.0,0.0,0.008932471584577472,0.0,0.0,0.009825782276509657,0.0,0.0,0.41228070175438597,0.0,0.0,0.42857142857142855
7,54,0.4242592592592594,0.037037037037039415,0.6592961876832849,0.22873900293255386,0.0,0.0,0.005023021267266032,0.0,0.0,0.00895340501792104,0.0,0.0,0.3611111111111111,0.0,0.0,0.4178885630498534
8,50,0.4864,5.276924730512889E-15,0.6371867007672638,0.19948849104859626,0.0,0.0,0.005527272727272785,0.0,0.0,0.008442561843442819,0.0,0.0,0.365,0.0,0.0,0.4111253196930946
9,61,0.5631147540983613,0.2295081967213152,0.6271902654867261,0.20353982300885257,0.0,0.0,0.006535388127853932,0.0,0.0,0.008154231145371853,0.0,0.0,0.3483606557377049,0.0,0.0,0.4026548672566372
10,50,0.6964000000000002,0.24000000000000246,0.6340836653386458,0.20717131474103884,0.0,0.0,0.007424307036247379,0.0,0.0,0.008067467558799626,0.0,0.0,0.425,0.0,0.0,0.4048804780876494
11,51,0.22156862745098038,-0.07843137254901404,0.5960397830018086,0.18083182640144987,0.0,0.0,0.002437971952535129,0.0,0.0,0.007475675307885927,0.0,0.0,0.31862745098039214,0.0,0.0,0.3969258589511754
12,44,0.12295454545454541,-0.022727272727270317,0.5611725293132331,0.16582914572864635,0.0,0.0,0.0021182458888019825,0.0,0.0,0.007182334655375682,0.0,0.0,0.19318181818181818,0.0,0.0,0.38190954773869346
13,52,0.5030769230769234,0.11538461538461774,0.5565177195685674,0.16178736517719877,0.0,0.0,0.006346433770014608,0.0,0.0,0.007114464120393147,0.0,0.0,0.3798076923076923,0.0,0.0,0.3817411402157165
14,44,0.6831818181818186,0.2727272727272757,0.5645598845598849,0.1688311688311719,0.0,0.0,0.007824049973971929,0.0,0.0,0.007164386822684888,0.0,0.0,0.4318181818181818,0.0,0.0,0.38492063492063494
15,60,0.46833333333333393,-0.03333333333333083,0.5568924302788848,0.15272244355909997,0.0,0.0,0.005870064758721461,0.0,0.0,0.007060071385278447,0.0,0.0,0.45,0.0,0.0,0.3901062416998672
16,49,0.8536734693877557,0.326530612244899,0.5750249376558607,0.16334164588528968,0.0,0.0,0.010224883891468872,0.0,0.0,0.007264006804542628,0.0,0.0,0.4642857142857143,0.0,0.0,0.3946384039900249
17,49,0.4128571428571429,2.674766587356647E-15,0.5656874265569921,0.15393654524089598,0.0,0.0,0.0055227955227955495,0.0,0.0,0.007169024571854026,0.0,0.0,0.35714285714285715,0.0,0.0,0.39247943595769685
18,36,0.2697222222222222,1.3168478653192829E-15,0.5536753100338222,0.14768883878241548,0.0,0.0,0.003013656114214829,0.0,0.0,0.006978769965327092,0.0,0.0,0.2638888888888889,0.0,0.0,0.38726042841037206
19,51,0.5927450980392162,0.2549019607843167,0.555799573560768,0.15351812366738024,0.0,0.0,0.006110774206589883,0.0,0.0,0.006921759449806798,0.0,0.0,0.4215686274509804,0.0,0.0,0.38912579957356075
20,31,0.31903225806451607,0.0645161290322596,0.5482249742002068,0.15067079463364574,0.0,0.0,0.005897435897435937,0.0,0.0,0.006899449322042682,0.0,0.0,0.22580645161290322,0.0,0.0,0.38390092879256965
21,54,0.6216666666666669,0.33333333333333715,0.5521016617790815,0.16031280547409865,0.0,0.0,0.007318508829300241,0.0,0.0,0.006923010921392919,0.0,0.0,0.4074074074074074,0.0,0.0,0.38514173998044965
22,51,0.2317647058823529,-0.039215686274505744,0.5368901303538179,0.15083798882681856,0.0,0.0,0.003002286004572075,0.0,0.0,0.006742516370439649,0.0,0.0,0.28921568627450983,0.0,0.0,0.38058659217877094
23,55,0.8078181818181823,0.32727272727272766,0.5500885739592565,0.15943312666076453,0.0,0.0,0.011738441215323175,0.0,0.0,0.006954257880297822,0.0,0.0,0.45454545454545453,0.0,0.0,0.38418954827280777
24,46,0.7367391304347829,0.1956521739130447,0.5573957446808515,0.16085106382978998,0.0,0.0,0.00893723628691966,0.0,0.0,0.007035027981567572,0.0,0.0,0.4891304347826087,0.0,0.0,0.3882978723404255
25,56,0.5671428571428576,0.214285714285718,0.5578391551584082,0.16328188464663151,0.0,0.0,0.008225848225848145,0.0,0.0,0.007082448070298438,0.0,0.0,0.38392857142857145,0.0,0.0,0.3880991064175467
26,45,0.7311111111111116,0.2222222222222238,0.5639498432601885,0.16536050156740084,0.0,0.0,0.010897648227890041,0.0,0.0,0.007197655460755934,0.0,0.0,0.43333333333333335,0.0,0.0,0.38969435736677116
27,39,0.8669230769230774,0.41025641025641435,0.5729353612167305,0.17262357414448945,0.0,0.0,0.012578124999999505,0.0,0.0,0.0073385282228607095,0.0,0.0,0.4935897435897436,0.0,0.0,0.3927756653992395
28,51,0.4245098039215689,0.07843137254902079,0.5673938506588584,0.1691068814055664,0.0,0.0,0.004932786511733942,0.0,0.0,0.007239897621760934,0.0,0.0,0.35784313725490197,0.0,0.0,0.3914714494875549
29,41,0.6621951219512197,0.19512195121951528,0.5701563610518838,0.16986496090973974,0.0,0.0,0.00998528870908427,0.0,0.0,0.007307899027994089,0.0,0.0,0.40853658536585363,0.0,0.0,0.39196872778962333
30,45,0.5648888888888894,0.04444444444444677,0.5699931129476588,0.1659779614325096,0.0,0.0,0.010835464620630954,0.0,0.0,0.007381710504018011,0.0,0.0,0.4222222222222222,0.0,0.0,0.3929063360881543
31,38,0.3855263157894738,0.15789473684210392,0.5652885906040273,0.1657718120805395,0.0,0.0,0.006956315289648515,0.0,0.0,0.007373867367038696,0.0,0.0,0.2565789473684211,0.0,0.0,0.3894295302013423
32,41,0.7087804878048782,0.3170731707317004,0.5691312867406928,0.16982364467668426,0.0,0.0,0.009302176696542876,0.0,0.0,0.007425201748630112,0.0,0.0,0.4146341463414634,0.0,0.0,0.3901045068582626
33,58,0.5793103448275866,0.20689655172413604,0.5695028319697927,0.17117684078036718,0.0,0.0,0.007147415443522472,0.0,0.0,0.00741450225317488,0.0,0.0,0.3879310344827586,0.0,0.0,0.39002517306482065
34,47,0.3768085106382979,-0.02127659574468163,0.563966992665037,0.16564792176039328,0.0,0.0,0.004546854942233626,0.0,0.0,0.007325816824804431,0.0,0.0,0.3404255319148936,0.0,0.0,0.3886002444987775
35,45,0.7424444444444448,0.22222222222221724,0.5687447947650212,0.1671624033313523,0.0,0.0,0.009186142425075575,0.0,0.0,0.007378030899353258,0.0,0.0,0.4444444444444444,0.0,0.0,0.3900951814396193
36,47,0.8731914893617022,0.5106382978723228,0.5770254629629633,0.17650462962963098,0.0,0.0,0.009729729729729873,0.0,0.0,0.0074521674140507815,0.0,0.0,0.4574468085106383,0.0,0.0,0.3919270833333333
37,53,0.5220754716981136,0.1886792452830133,0.5753902302077488,0.17686692869174736,0.0,0.0,0.006833786120029749,0.0,0.0,0.007434003873803908,0.0,0.0,0.35377358490566035,0.0,0.0,0.39079169006176306
38,44,0.5331818181818183,0.1818181818181771,0.5743726027397265,0.176986301369864,0.0,0.0,0.005185676392573269,0.0,0.0,0.0073625617216747305,0.0,0.0,0.4034090909090909,0.0,0.0,0.3910958904109589
39,39,0.2664102564102564,-3.629575272813012E-17,0.5679291845493567,0.17328326180257608,0.0,0.0,0.003089503419565905,0.0,0.0,0.0072639567437009145,0.0,0.0,0.23076923076923078,0.0,0.0,0.3877414163090129
40,51,0.6907843137254907,0.0784313725490153,0.5712010443864234,0.1707571801566588,0.0,0.0,0.0070474094818961325,0.0,0.0,0.007256775135170965,0.0,0.0,0.49019607843137253,0.0,0.0,0.39046997389033944
41,53,0.6790566037735851,0.33962264150942995,0.574105691056911,0.17530487804878117,0.0,0.0,0.009737554112554022,0.0,0.0,0.0073161476646527905,0.0,0.0,0.3632075471698113,0.0,0.0,0.38973577235772355
42,51,0.6662745098039219,0.19607843137255623,0.5764338781575041,0.17582961862308158,0.0,0.0,0.006770272962741587,0.0,0.0,0.007298965192850393,0.0,0.0,0.44607843137254904,0.0,0.0,0.3911589895988113
43,49,0.6185714285714288,0.24489795918368276,0.5774323017408127,0.17746615087040724,0.0,0.0,0.0062805636137585235,0.0,0.0,0.007269047213226483,0.0,0.0,0.39285714285714285,0.0,0.0,0.39119922630560927
44,58,0.6437931034482763,0.2413793103448315,0.5792427093132647,0.1792097836312335,0.0,0.0,0.009621231641329867,0.0,0.0,0.0073233347407482,0.0,0.0,0.40948275862068967,0.0,0.0,0.3916980244590781
45,46,0.2510869565217391,-0.13043478260869112,0.5722928176795583,0.17265193370165866,0.0,0.0,0.002632778664235225,0.0,0.0,0.007204075482195817,0.0,0.0,0.2717391304347826,0.0,0.0,0.3891574585635359
46,56,0.5816071428571432,0.08928571428571441,0.5725269299820469,0.17055655296229918,0.0,0.0,0.00757618050709468,0.0,0.0,0.007213121243136539,0.0,0.0,0.39285714285714285,0.0,0.0,0.3892504488330341
47,52,0.6807692307692311,0.28846153846154393,0.574995614035088,0.17324561403508898,0.0,0.0,0.00967213114754074,0.0,0.0,0.0072629817786961665,0.0,0.0,0.375,0.0,0.0,0.3889254385964912
48,54,0.41962962962962985,-0.0370370370370436,0.5714010282776353,0.16838046272493684,0.0,0.0,0.0045429029671212205,0.0,0.0,0.007189836703667535,0.0,0.0,0.36574074074074076,0.0,0.0,0.3883890317052271
49,40,0.23224999999999998,-0.19999999999998738,0.5656866048862682,0.16217354675653037,0.0,0.0,0.0020741236883232562,0.0,0.0,0.007069221456019343,0.0,0.0,0.34375,0.0,0.0,0.387636899747262
50,34,0.5800000000000002,0.23529411764705813,0.5658887043189372,0.16320598006644646,0.0,0.0,0.011634218289085447,0.0,0.0,0.007109592257323947,0.0,0.0,0.3088235294117647,0.0,0.0,0.38652408637873753
51,43,0.6058139534883723,0.27906976744186796,0.566589147286822,0.16523867809057666,0.0,0.0,0.009421338155514918,0.0,0.0,0.00714246772617391,0.0,0.0,0.3953488372093023,0.0,0.0,0.3866789065687474
52,47,0.34872340425531917,-0.12765957446808757,0.5624899919935952,0.15972778222578193,0.0,0.0,0.0039061010486178345,0.0,0.0,0.0070740990605459185,0.0,0.0,0.40425531914893614,0.0,0.0,0.3870096076861489
53,49,0.3414285714285715,-0.10204081632653224,0.5582371417353753,0.15469179426776727,0.0,0.0,0.0037612410071943955,0.0,0.0,0.007001536385750979,0.0,0.0,0.32653061224489793,0.0,0.0,0.3858460934432666
54,43,0.6953488372093025,0.23255813953488594,0.5605135135135139,0.15598455598455727,0.0,0.0,0.007649015093374349,0.0,0.0,0.0070137644154350575,0.0,0.0,0.3953488372093023,0.0,0.0,0.386003861003861
55,48,0.4687500000000006,-1.687849802053017E-15,0.5588438210765735,0.1531463229719497,0.0,0.0,0.005716463414634188,0.0,0.0,0.006989555232103295,0.0,0.0,0.3489583333333333,0.0,0.0,0.3853297952994693
56,46,0.6806521739130437,0.13043478260869676,0.5609314456035771,0.15275707898658844,0.0,0.0,0.008329342910348111,0.0,0.0,0.007013014840831354,0.0,0.0,0.42934782608695654,0.0,0.0,0.3860842026825633
57,40,0.6572500000000003,0.2999999999999981,0.5623458149779739,0.15491923641703498,0.0,0.0,0.005850022251891194,0.0,0.0,0.006989168324420968,0.0,0.0,0.39375,0.0,0.0,0.38619676945668135
58,56,0.7410714285714289,0.2857142857142685,0.5659460431654679,0.15755395683453322,0.0,0.0,0.008911316298045228,0.0,0.0,0.007029160653891984,0.0,0.0,0.48660714285714285,0.0,0.0,0.3882194244604317
59,47,0.5917021276595749,0.17021276595744164,0.5663742483197739,0.15776441457375384,0.0,0.0,0.007813992694577322,0.0,0.0,0.007041444579309329,0.0,0.0,0.3776595744680851,0.0,0.0,0.38804386275203395
60,43,0.43953488372093036,-0.1395348837209304,0.5644738675958191,0.15331010452961746,0.0,0.0,0.00644611186903125,0.0,0.0,0.007033865925668588,0.0,0.0,0.43023255813953487,0.0,0.0,0.3886759581881533
61,47,0.37531914893617035,-0.04255319148936348,0.5614261227288313,0.1501542680836483,0.0,0.0,0.004814410480349503,0.0,0.0,0.006999111050328184,0.0,0.0,0.34574468085106386,0.0,0.0,0.3879842303736716
62,50,0.28140000000000004,-0.12000000000000478,0.5567071115604991,0.1456016177957539,0.0,0.0,0.0032479224376732872,0.0,0.0,0.006930923647593911,0.0,0.0,0.33,0.0,0.0,0.38700707785642063
63,38,0.21631578947368418,-0.0526315789473673,0.5524026622296176,0.1430948419301171,0.0,0.0,0.0036762075134167864,0.0,0.0,0.006900670125378257,0.0,0.0,0.21052631578947367,0.0,0.0,0.3847753743760399
64,53,0.7673584905660383,0.22641509433962848,0.5561281883584045,0.14453891432308769,0.0,0.0,0.010157342657342385,0.0,0.0,0.006953990088159724,0.0,0.0,0.5235849056603774,0.0,0.0,0.3871811641595814
