Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,89,0.5968539325842702,0.1235955056179768,0.5968539325842702,0.1235955056179768,0.0,0.007934279312919868,0.0,0.0,0.007934279312919868,0.0,0.0,0.4606741573033708,0.0,0.0,0.4606741573033708,0.0,57029.011235955055,34547.4606741573,57029.011235955055,34547.4606741573,0.0,0.0
3,43,0.47813953488372113,0.04651162790697744,0.5581818181818187,0.09848484848484823,0.0,0.005656121045391936,0.0,0.0,0.007132623426911733,0.0,0.0,0.4418604651162791,0.0,0.0,0.45454545454545453,0.0,26580.3488372093,38071.0,41804.68003658218,36309.230337078654,0.0,0.0
4,58,0.45637931034482765,0.10344827586207185,0.5271052631578951,0.10000000000000071,0.0,0.00505731753916688,0.0,0.0,0.006434721151374816,0.0,0.0,0.40086206896551724,0.0,0.0,0.4381578947368421,0.0,29595.068965517243,30287.155172413793,37734.80967956053,34301.871948857035,0.0,0.0
5,41,0.6985365853658538,0.17073170731707535,0.5575324675324679,0.11255411255411352,0.0,0.010056179775281088,0.0,0.0,0.006994894633934291,0.0,0.0,0.5670731707317073,0.0,0.0,0.461038961038961,0.0,28160.80487804878,22810.70731707317,35341.3084791826,31429.08079091107,0.0,0.0
6,46,0.7513043478260875,0.21739130434782733,0.5897111913357405,0.12996389891696852,0.0,0.00890721649484511,0.0,0.0,0.007327740893593989,0.0,0.0,0.5108695652173914,0.0,0.0,0.4693140794223827,0.0,28373.91304347826,29314.043478260868,33947.829392041735,31006.073328381033,0.0,0.0
7,45,0.6884444444444447,0.08888888888888857,0.6035093167701867,0.1242236024844729,0.0,0.008892078071182703,0.0,0.0,0.0075391837368093476,0.0,0.0,0.5611111111111111,0.0,0.0,0.48214285714285715,0.0,14870.044444444444,14992.711111111112,30768.198567442185,28337.17962550271,0.0,0.0
8,55,0.48763636363636376,-0.0363636363636333,0.5866047745358094,0.10079575596817093,0.0,0.006651785714285677,0.0,0.0,0.007419149221685373,0.0,0.0,0.4318181818181818,0.0,0.0,0.47480106100795755,0.0,11723.381818181819,15378.018181818183,28047.51046040499,26485.870847833492,0.0,0.0
9,45,0.506888888888889,-1.0429928525784109E-15,0.578104265402844,0.09004739336492984,0.0,0.0069627594627591155,0.0,0.0,0.007373957199854808,0.0,0.0,0.48333333333333334,0.0,0.0,0.47571090047393366,0.0,17368.577777777777,22347.066666666666,26712.643875076585,25968.520325187637,0.0,0.0
10,44,0.8309090909090915,0.318181818181805,0.601974248927039,0.11158798283261763,0.0,0.009174404015055756,0.0,0.0,0.007567509239526117,0.0,0.0,0.5568181818181818,0.0,0.0,0.4833690987124464,0.0,18601.840909090908,5066.181818181818,25811.44354552262,23646.03826885366,0.0,0.0
11,50,0.4560000000000002,-0.059999999999998756,0.5878294573643414,0.09496124031007729,0.0,0.004531902206320756,0.0,0.0,0.00720475059382407,0.0,0.0,0.525,0.0,0.0,0.4874031007751938,0.0,7614.38,5300.54,23991.737190970358,21811.488441968293,0.0,0.0
