Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,94,0.16553191489361713,0.06382978723403775,0.16553191489361713,0.06382978723403775,0.0020743900813225994,0.0,0.0,0.0020743900813225994,0.0,0.0,0.06648936170212766,0.0,0.0,0.06648936170212766,0.0,0.0,131299.1170212766,36782.574468085106,131299.1170212766,36782.574468085106,0.0,0.0
3,56,0.07857142857142854,-0.3214285714285717,0.13306666666666672,-0.0800000000000031,8.731891248263533E-4,0.0,0.0,0.0015917065390750249,0.0,0.0,0.17857142857142858,0.0,0.0,0.10833333333333334,0.0,0.0,69441.26785714286,28783.85714285714,100370.19243920973,32783.215805471125,0.0,0.0
4,51,0.22176470588235292,-0.2156862745098074,0.15557213930348263,-0.11442786069652061,0.0023387096774193776,0.0,0.0,0.0017996086556169959,0.0,0.0,0.2696078431372549,0.0,0.0,0.14925373134328357,0.0,0.0,77525.66666666667,47568.78431372549,92755.35051502871,37711.738641555916,0.0,0.0
5,53,0.35509433962264153,0.15094339622641664,0.19720472440944883,-0.05905511811023843,0.004493791786055364,0.0,0.0,0.0023228529029864953,0.0,0.0,0.19339622641509435,0.0,0.0,0.15846456692913385,0.0,0.0,48456.67924528302,24171.377358490565,81680.68269759229,34326.64832078958,0.0,0.0
6,38,0.3939473684210526,-0.1578947368421093,0.2228082191780822,-0.07191780821918053,0.006284634760705284,0.0,0.0,0.002716946462874834,0.0,0.0,0.3092105263157895,0.0,0.0,0.1780821917808219,0.0,0.0,40405.81578947369,19557.42105263158,73425.70931596858,31372.802867157978,0.0,0.0
7,49,0.6342857142857148,0.08163265306122652,0.28193548387096784,-0.0498533724340194,0.008862275449101762,0.0,0.0,0.0035019852110880654,0.0,0.0,0.41836734693877553,0.0,0.0,0.2126099706744868,0.0,0.0,53984.22448979592,15802.081632653062,70185.4618449398,28777.68266140716,0.0,0.0
8,36,0.44555555555555554,0.2777777777777961,0.2975596816976128,-0.018567639257294308,0.005415259959486901,0.0,0.0,0.0036883116883117168,0.0,0.0,0.16666666666666666,0.0,0.0,0.20822281167108753,0.0,0.0,54615.38888888889,16692.63888888889,67961.16570836109,27051.247836761693,0.0,0.0
9,48,0.3695833333333334,0.16666666666666863,0.30569411764705895,0.0023529411764709185,0.0042440191387559546,0.0,0.0,0.0037554559907501304,0.0,0.0,0.17708333333333334,0.0,0.0,0.20470588235294118,0.0,0.0,59262.708333333336,8239.166666666666,66873.85853648263,24699.737690499813,0.0,0.0
10,43,0.12162790697674415,-0.2325581395348952,0.28878205128205137,-0.019230769230769985,0.0014719954967632803,0.0,0.0,0.0035427807486631195,0.0,0.0,0.16279069767441862,0.0,0.0,0.20085470085470086,0.0,0.0,37114.79069767442,5105.930232558139,63567.29544328171,22522.647972950737,0.0,0.0
11,42,0.21380952380952378,0.0238095238095212,0.28260784313725495,-0.01568627450980483,0.0025547652916074266,0.0,0.0,0.003459424429349802,0.0,0.0,0.125,0.0,0.0,0.1946078431372549,0.0,0.0,46759.119047619046,5566.428571428572,61886.47780371545,20827.026032798523,0.0,0.0
