Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window
2,29,0.33482758620689684,-0.20689655172413837,0.33482758620689684,-0.20689655172413837,0.0,0.01447083212530501,0.015181721019318549,0.0,0.01447083212530501,0.015181721019318549
3,11,1.0627272727272727,0.4545454545454538,0.5350000000000001,-0.02500000000000051,0.0,0.03909755231848254,0.06168080835818814,0.0,0.02055985634889286,0.026355382305226018
4,9,0.3711111111111111,-0.11111111111111145,0.5048979591836735,-0.04081632653061273,0.0,0.03345187515972399,0.006697237402079719,0.0,0.02359327253967666,0.02151271218847794
5,11,1.2736363636363637,0.3636363636363628,0.6458333333333335,0.03333333333333279,0.0,0.10120506844276447,0.05714900625420779,0.0,0.03546981070278262,0.027205088083665414
6,15,0.7513333333333333,0.1333333333333335,0.6669333333333335,0.053333333333332934,0.0,0.08696743039007951,0.07299015040179654,0.0,0.039366012192282064,0.032112010374300566
7,12,0.425,0.16666666666666602,0.6335632183908048,0.06896551724137888,0.0,0.01454331714796832,0.016752759618476033,0.0,0.034993450734611624,0.029453884632887804
8,9,0.2233333333333333,-0.11111111111111106,0.5951041666666668,0.05208333333333295,0.0,0.04688376008143449,0.0033059708379475712,0.0,0.0359695209048732,0.027126670436262483
9,12,1.0291666666666666,0.6666666666666662,0.6433333333333334,0.12037037037036998,0.0,0.04797129227361784,0.04303708647061948,0.0,0.037344173132130294,0.02914858235183837
10,13,0.7384615384615384,0.23076923076923145,0.6535537190082644,0.1322314049586774,0.0,-0.006932021466905186,0.037694552203305906,0.0,0.031650305496553746,0.03025142138051978
11,12,0.16749999999999998,-0.25000000000000044,0.6096992481203007,0.09774436090225534,0.0,0.008487051707981936,0.005381334461185136,0.0,0.029081002601916945,0.027371167724477174
12,12,0.3625,-1.61907524424502E-17,0.5892413793103448,0.08965517241379284,0.0,0.019402323468149237,0.013875597036273552,0.0,0.02819566606099866,0.026158613531954797
13,9,0.9088888888888889,0.33333333333333276,0.607922077922078,0.10389610389610361,0.0,0.13726670358065704,0.03384999077150243,0.0,0.03304326772853903,0.026501595794587912
14,8,-0.17625000000000002,-0.37500000000000067,0.5691975308641976,0.0802469135802466,0.0,-0.014651162790697675,-0.004582927168917995,0.0,0.030124554317069747,0.024685250331010065
15,13,0.6292307692307693,0.1538461538461533,0.573657142857143,0.0857142857142854,0.0,0.025807459360430916,0.034981428837818136,0.0,0.02982297200444556,0.025339725635833383
16,15,0.17399999999999996,-0.400000000000001,0.5421052631578948,0.047368421052631206,0.0,-0.038320627494151646,0.022081561849003735,0.0,0.024537370611356277,0.025110473173220637
17,14,0.7757142857142857,0.2857142857142852,0.5581372549019609,0.06372549019607805,0.0,0.09738238040428414,0.04170348526634868,0.0,0.028092802417367512,0.025881568710513836
18,23,0.5739130434782609,0.0869565217391313,0.5597356828193834,0.06607929515418476,0.0,0.02330406028080448,0.02682979810886791,0.0,0.027609041732143288,0.025981589790205123
