Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,88,0.6077272727272734,0.06818181818181847,0.6077272727272734,0.06818181818181847,0.008771526980482142,0.0,0.0,0.008771526980482142,0.0,0.0,0.4715909090909091,0.0,0.0,0.4715909090909091,0.0,0.0,41842.02272727273,23841.215909090908,41842.02272727273,23841.215909090908,0.0,0.0
3,56,1.305178571428572,0.6428571428571842,0.878958333333334,0.29166666666668295,0.01580666089965378,0.0,0.0,0.011805801697602715,0.0,0.0,0.7589285714285714,0.0,0.0,0.5833333333333334,0.0,0.0,32392.803571428572,31083.875,37117.41314935065,27462.545454545456,0.0,0.0
4,46,0.7584782608695655,0.086956521739137,0.849789473684211,0.24210526315790865,0.008946153846153883,0.0,0.0,0.011043020313247989,0.0,0.0,0.6304347826086957,0.0,0.0,0.5947368421052631,0.0,0.0,23337.934782608696,17544.695652173912,32524.253693769995,24156.59552042161,0.0,0.0
5,49,0.5573469387755104,-0.040816326530606774,0.789832635983264,0.18410041841005403,0.005210837626407152,0.0,0.0,0.009504078139160141,0.0,0.0,0.576530612244898,0.0,0.0,0.5910041841004184,0.0,0.0,18799.020408163266,21223.14285714286,29092.945372368315,23423.23235460192,0.0,0.0
6,60,0.6721666666666671,0.09999999999999899,0.7662207357859536,0.16722408026756808,0.00830861145447042,0.0,0.0,0.009269299239359045,0.0,0.0,0.49583333333333335,0.0,0.0,0.5719063545150501,0.0,0.0,25213.1,24518.666666666668,28316.97629789465,23642.319217014872,0.0,0.0
7,54,0.8596296296296303,0.48148148148147485,0.7805099150141648,0.21529745042493625,0.01290161200667068,0.0,0.0,0.009730875185420613,0.0,0.0,0.4537037037037037,0.0,0.0,0.5538243626062322,0.0,0.0,18403.59259259259,25799.925925925927,26664.745680344306,24001.920335166713,0.0,0.0
8,55,0.7730909090909097,0.14545454545455425,0.7795098039215691,0.2058823529411838,0.016570537802026677,0.0,0.0,0.01029922279792745,0.0,0.0,0.5772727272727273,0.0,0.0,0.5569852941176471,0.0,0.0,18133.109090909093,17407.163636363635,25445.94045328213,23059.812235337704,0.0,0.0
9,58,0.3101724137931035,0.0344827586206985,0.7210944206008588,0.18454935622318347,0.003473643560533103,0.0,0.0,0.009318894034776355,0.0,0.0,0.34051724137931033,0.0,0.0,0.5300429184549357,0.0,0.0,17928.724137931036,28087.224137931036,24506.288413863247,23688.23872316187,0.0,0.0
10,53,0.7279245283018873,0.0754716981132132,0.7217919075144513,0.17341040462428478,0.01357017235314798,0.0,0.0,0.009629582026631028,0.0,0.0,0.5660377358490566,0.0,0.0,0.5337186897880539,0.0,0.0,15524.22641509434,22076.64150943396,23508.281525111146,23509.172366080995,0.0,0.0
11,54,0.5414814814814818,-0.03703703703703628,0.7047993019197212,0.15357766143107127,0.007264596273292051,0.0,0.0,0.009407831900668595,0.0,0.0,0.5277777777777778,0.0,0.0,0.5331588132635253,0.0,0.0,13282.092592592593,11035.018518518518,22485.66263185929,22261.756981324746,0.0,0.0
