Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,102,0.6948039215686278,0.19607843137255876,0.6948039215686278,0.19607843137255876,0.0,0.0,0.00810962352671909,0.0,0.0,0.00810962352671909,0.0,0.0,0.49264705882352944,0.0,0.0,0.49264705882352944,13783.843137254902,37905.82352941176,13783.843137254902,37905.82352941176,0.0,0.0
3,54,0.5859259259259262,-0.03703703703703648,0.6571153846153849,0.11538461538462194,0.0,0.0,0.005518925518925671,0.0,0.0,0.007083333333333264,0.0,0.0,0.5138888888888888,0.0,0.0,0.5,2828.796296296296,22284.51851851852,8306.319716775599,30095.17102396514,0.0,0.0
4,57,0.473508771929825,-0.03508771929824809,0.6079812206572772,0.07511737089202292,0.0,0.0,0.005200385356454979,0.0,0.0,0.00658630861560372,0.0,0.0,0.4605263157894737,0.0,0.0,0.4894366197183099,6012.894736842105,42019.36842105263,7541.844723464434,34069.903489660974,0.0,0.0
5,51,1.0049019607843144,0.4313725490196151,0.6846590909090913,0.14393939393939867,0.0,0.0,0.01530307554493874,0.0,0.0,0.00785493894224502,0.0,0.0,0.5784313725490197,0.0,0.0,0.5066287878787878,4967.0,28489.43137254902,6898.133542598325,32674.785460382984,0.0,0.0
6,44,0.8159090909090914,0.31818181818181446,0.7034090909090912,0.16883116883117236,0.0,0.0,0.009353830119854066,0.0,0.0,0.008069201832470486,0.0,0.0,0.5340909090909091,0.0,0.0,0.510551948051948,5443.590909090909,36796.02272727273,6607.225015896843,33499.03291376094,0.0,0.0
7,53,0.9681132075471701,0.33962264150941096,0.7422714681440445,0.19390581717451488,0.0,0.0,0.010882290562035726,0.0,0.0,0.008489418324673634,0.0,0.0,0.6179245283018868,0.0,0.0,0.5263157894736842,3297.1132075471696,43775.188679245286,6055.53971450523,35211.725541341664,0.0,0.0
8,39,0.6082051282051285,0.15384615384614087,0.7292000000000003,0.1899999999999984,0.0,0.0,0.006827864133563572,0.0,0.0,0.008324676065985456,0.0,0.0,0.48717948717948717,0.0,0.0,0.5225,2025.2820512820513,20039.25641025641,5479.788619759062,33044.22995118662,0.0,0.0
9,56,0.8658928571428577,0.17857142857141645,0.7459868421052634,0.18859649122806726,0.0,0.0,0.0115977038985883,0.0,0.0,0.008673602080624088,0.0,0.0,0.5848214285714286,0.0,0.0,0.5301535087719298,1862.4464285714287,17541.053571428572,5027.620845860608,31106.33290371687,0.0,0.0
10,50,0.46280000000000016,9.181544413650044E-16,0.7180039525691702,0.16996047430829786,0.0,0.0,0.004933901918976518,0.0,0.0,0.008274157917511125,0.0,0.0,0.455,0.0,0.0,0.5227272727272727,1989.36,21398.18,4690.036307431652,30027.64924774833,0.0,0.0
11,50,0.7564000000000003,0.4399999999999993,0.7214568345323743,0.19424460431654442,0.0,0.0,0.011975934135529517,0.0,0.0,0.00852253171011533,0.0,0.0,0.395,0.0,0.0,0.5112410071942446,1811.02,4907.88,4402.134676688486,27515.6723229735,0.0,0.0
12,31,0.6435483870967743,0.1290322580645166,0.7173424190800683,0.1908006814310029,0.0,0.0,0.006708137188971044,0.0,0.0,0.008414699946044204,0.0,0.0,0.4435483870967742,0.0,0.0,0.5076660988074957,2352.0967741935483,6984.645161290323,4215.767594643491,25649.215308275026,0.0,0.0
13,54,0.8438888888888892,0.22222222222221635,0.7280031201248052,0.19344773790951386,0.0,0.0,0.011510482445061735,0.0,0.0,0.00864166666666662,0.0,0.0,0.5740740740740741,0.0,0.0,0.5132605304212169,970.0370370370371,7688.111111111111,3945.2900481762867,24152.456625178034,0.0,0.0
14,55,0.37109090909090964,-0.07272727272727192,0.6997988505747128,0.17241379310344604,0.0,0.0,0.004454386730685384,0.0,0.0,0.008314157932470688,0.0,0.0,0.42727272727272725,0.0,0.0,0.5064655172413793,974.2363636363636,7932.072727272727,3716.7474570578315,22904.734786877627,0.0,0.0
15,48,0.6906250000000006,0.2916666666666745,0.6992069892473121,0.18010752688171883,0.0,0.0,0.007989877078813847,0.0,0.0,0.00829271014331027,0.0,0.0,0.4322916666666667,0.0,0.0,0.5016801075268817,1955.1875,8425.354166666666,3590.921745839415,21870.493314005416,0.0,0.0
16,50,0.7800000000000006,0.27999999999998615,0.7042947103274562,0.18639798488664752,0.0,0.0,0.011063829787233496,0.0,0.0,0.008440141270224502,0.0,0.0,0.545,0.0,0.0,0.5044080604534005,1520.1,8618.0,3452.866962783454,20986.99375973839,0.0,0.0
17,40,0.31399999999999995,-1.2276291094792669E-14,0.6855755395683455,0.17745803357313866,0.0,0.0,0.004393144456103356,0.0,0.0,0.00827273384938138,0.0,0.0,0.3375,0.0,0.0,0.49640287769784175,1434.85,7265.6,3326.740902609488,20129.40664975474,0.0,0.0
18,56,0.6710714285714289,0.1428571428571435,0.6846629213483147,0.17528089887640189,0.0,0.0,0.008511891279728307,0.0,0.0,0.0082870937032503,0.0,0.0,0.5089285714285714,0.0,0.0,0.49719101123595505,1708.107142857143,7678.964285714285,3231.5271520358206,19397.02768716412,0.0,0.0
