Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,89,0.6642696629213488,0.19101123595504696,0.6642696629213488,0.19101123595504696,0.0075073015873011765,0.0,0.0,0.0075073015873011765,0.0,0.0,0.4438202247191011,0.0,0.0,0.4438202247191011,0.0,0.0
3,46,0.6282608695652175,0.1956521739130429,0.6520000000000004,0.19259259259258632,0.010624999999999928,0.0,0.0,0.008307692307691983,0.0,0.0,0.34782608695652173,0.0,0.0,0.4111111111111111,0.0,0.0
4,48,0.6041666666666672,0.2291666666666611,0.6394535519125687,0.20218579234972073,0.009650582362728418,0.0,0.0,0.008604411764705548,0.0,0.0,0.3802083333333333,0.0,0.0,0.4030054644808743,0.0,0.0
5,44,0.507045454545455,0.090909090909095,0.613788546255507,0.18061674008810163,0.005911499735028837,0.0,0.0,0.008019454357084971,0.0,0.0,0.35795454545454547,0.0,0.0,0.394273127753304,0.0,0.0
6,45,0.6511111111111114,0.17777777777778503,0.619963235294118,0.1801470588235272,0.008073849545328958,0.0,0.0,0.008028853020996672,0.0,0.0,0.48333333333333334,0.0,0.0,0.40900735294117646,0.0,0.0
7,50,0.7130000000000004,0.23999999999998775,0.6344099378881992,0.1894409937888161,0.006975151633731012,0.0,0.0,0.007822623879910864,0.0,0.0,0.415,0.0,0.0,0.40993788819875776,0.0,0.0
8,51,0.6190196078431375,0.13725490196078902,0.6323056300268101,0.18230563002680703,0.00794213836477973,0.0,0.0,0.007838412708963134,0.0,0.0,0.4215686274509804,0.0,0.0,0.41152815013404825,0.0,0.0
9,47,0.2989361702127659,-0.17021276595743934,0.5950000000000004,0.14285714285714135,0.0027999202869669446,0.0,0.0,0.007118238527928671,0.0,0.0,0.3404255319148936,0.0,0.0,0.4035714285714286,0.0,0.0
10,47,0.6012765957446812,0.2765957446808471,0.5956316916488227,0.15631691648822094,0.011276935355147575,0.0,0.0,0.007395315449445449,0.0,0.0,0.3404255319148936,0.0,0.0,0.39721627408993576,0.0,0.0
11,53,0.41207547169811354,0.03773584905660404,0.5769230769230773,0.14423076923076766,0.006266857962696957,0.0,0.0,0.007299625285901761,0.0,0.0,0.3160377358490566,0.0,0.0,0.3889423076923077,0.0,0.0
12,53,0.4871698113207551,-0.07547169811320545,0.568621291448517,0.12390924956369861,0.007214305671975299,0.0,0.0,0.007292790473845383,0.0,0.0,0.419811320754717,0.0,0.0,0.39179755671902267,0.0,0.0
