Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,96,0.3469791666666672,-0.04166666666666785,0.3469791666666672,-0.04166666666666785,0.0041867772750126386,0.0,0.0,0.0041867772750126386,0.0,0.0,0.2916666666666667,0.0,0.0,0.2916666666666667,0.0,0.0,19356.822916666668,48771.052083333336,19356.822916666668,48771.052083333336,0.0,0.0
3,55,0.039272727272727244,8.58404256766996E-16,0.23490066225165596,-0.026490066225166004,4.869251577997835E-4,0.0,0.0,0.0028623305358295987,0.0,0.0,0.004545454545454545,0.0,0.0,0.1870860927152318,0.0,0.0,76076.56363636363,26749.18181818182,47716.69327651515,37760.116950757576,0.0,0.0
4,47,0.5012765957446811,0.04255319148936374,0.2981313131313134,-0.010101010101009953,0.005123966942148881,0.0,0.0,0.0034743967039435517,0.0,0.0,0.3829787234042553,0.0,0.0,0.2335858585858586,0.0,0.0,8617.531914893618,27386.617021276597,34683.63948930797,34302.28364093058,0.0,0.0
5,53,0.33169811320754716,0.1509433962264146,0.3052191235059763,0.023904382470119532,0.004049758120248797,0.0,0.0,0.003591486568843513,0.0,0.0,0.09433962264150944,0.0,0.0,0.20418326693227093,0.0,0.0,12304.849056603774,18789.415094339623,29088.941881131923,30424.066504282844,0.0,0.0
6,53,0.12264150943396224,0.0754716981132076,0.273388157894737,0.03289473684210528,0.0018222596019062968,0.0,0.0,0.0033380191180014756,0.0,0.0,0.08018867924528301,0.0,0.0,0.1825657894736842,0.0,0.0,12986.962264150943,21294.849056603773,25868.54595773573,28598.223014747033,0.0,0.0
7,57,0.22947368421052627,-1.563077153090681E-15,0.266454293628809,0.027700831024930518,0.003554347826086959,0.0,0.0,0.0033658758485548587,0.0,0.0,0.14035087719298245,0.0,0.0,0.17590027700831026,0.0,0.0,10881.649122807017,23808.719298245614,23370.729818580945,27799.97239533013,0.0,0.0
8,48,0.28625,0.08333333333333239,0.26877750611246953,0.03422982885085543,0.003332524860538541,0.0,0.0,0.003361670896914503,0.0,0.0,0.17708333333333334,0.0,0.0,0.17603911980440098,0.0,0.0,9886.4375,22480.5625,21444.40234449795,27040.056695997253,0.0,0.0
9,51,0.1337254901960784,-0.07843137254901549,0.2538043478260871,0.021739130434782785,0.00151185989802707,0.0,0.0,0.003137428786413019,0.0,0.0,0.05392156862745098,0.0,0.0,0.1625,0.0,0.0,10969.70588235294,7825.21568627451,20135.065286729827,24638.20156978191,0.0,0.0
10,46,0.3341304347826087,0.0434782608695638,0.261106719367589,0.02371541501976288,0.0032426160337552974,0.0,0.0,0.0031493135011441973,0.0,0.0,0.21739130434782608,0.0,0.0,0.1674901185770751,0.0,0.0,8532.065217391304,5720.652173913043,18845.84305680332,22536.251636907593,0.0,0.0
11,50,0.6514000000000002,0.0800000000000007,0.2962050359712231,0.028776978417266275,0.009766116941529216,0.0,0.0,0.0036365844502837747,0.0,0.0,0.4,0.0,0.0,0.18839928057553956,0.0,0.0,7648.84,3711.48,17726.142751122992,20653.774473216836,0.0,0.0
12,54,0.14518518518518514,-0.18518518518518412,0.2828360655737706,0.009836065573770666,0.0018613485280152187,0.0,0.0,0.0034855249601002322,0.0,0.0,0.1712962962962963,0.0,0.0,0.18688524590163935,0.0,0.0,6569.425925925926,4466.425925925926,16711.895767014168,19182.197332554028,0.0,0.0
13,48,0.2602083333333333,0.12500000000000572,0.28118541033434663,0.01823708206686988,0.0030500610500609785,0.0,0.0,0.003452252117774398,0.0,0.0,0.08854166666666667,0.0,0.0,0.1797112462006079,0.0,0.0,6364.729166666667,4526.375,15849.631883651875,17960.87880484119,0.0,0.0
14,57,0.3124561403508772,0.03508771929824921,0.2836783216783218,0.0195804195804204,0.003393673780487852,0.0,0.0,0.0034470276333231596,0.0,0.0,0.17982456140350878,0.0,0.0,0.1797202797202797,0.0,0.0,9329.38596491228,6778.982456140351,15348.07450528729,17100.7329318642,0.0,0.0
15,63,0.3347619047619048,-0.03174603174603372,0.287814910025707,0.015424164524422187,0.0034449526298594556,0.0,0.0,0.0034468320916199884,0.0,0.0,0.21428571428571427,0.0,0.0,0.18251928020565553,0.0,0.0,13356.714285714286,7519.6984126984125,15205.834489603503,16416.37332335236,0.0,0.0
16,55,0.4120000000000005,0.07272727272727288,0.29601440576230503,0.019207683073229856,0.0051209039548023,0.0,0.0,0.0035535891856058035,0.0,0.0,0.2590909090909091,0.0,0.0,0.1875750300120048,0.0,0.0,9919.436363636363,6794.272727272727,14853.407947872362,15774.899950280384,0.0,0.0
17,44,-0.3509090909090909,-0.31818181818182595,0.26355758266818713,0.0022805017103764286,-0.004348070965925082,0.0,0.0,0.0031689059500959846,0.0,0.0,-0.11363636363636363,0.0,0.0,0.1724629418472064,0.0,0.0,10466.34090909091,8601.863636363636,14579.216257948521,15326.585180660588,0.0,0.0
18,60,0.5068333333333339,0.11666666666666715,0.279135538954109,0.009605122732123966,0.005696890221056687,0.0,0.0,0.0033412964051202343,0.0,0.0,0.35833333333333334,0.0,0.0,0.1843649946638207,0.0,0.0,11656.633333333333,10208.7,14407.299615324098,15025.533111209967,0.0,0.0
19,41,0.14975609756097558,0.12195121951219817,0.2737116564417179,0.01431492842535816,0.0016817310325938056,0.0,0.0,0.003267341234483537,0.0,0.0,0.006097560975609756,0.0,0.0,0.1768916155419223,0.0,0.0,8024.292682926829,8250.0,14052.688119079807,14649.114605031637,0.0,0.0
20,44,0.6581818181818183,0.022727272727273616,0.2902641878669277,0.014677103718199922,0.007435173299101423,0.0,0.0,0.0034564923564504306,0.0,0.0,0.5056818181818182,0.0,0.0,0.19104696673189825,0.0,0.0,6927.5,6376.0,13677.678218075605,14213.687520556286,0.0,0.0
21,49,0.34163265306122453,0.04081632653061074,0.2926143790849674,0.0158730158730161,0.0036718578635665166,0.0,0.0,0.003467355586780716,0.0,0.0,0.11224489795918367,0.0,0.0,0.18744164332399627,0.0,0.0,9127.877551020409,6970.714285714285,13450.188184722845,13851.538858814185,0.0,0.0
22,49,0.3228571428571433,0.16326530612245072,0.29393750000000013,0.022321428571428867,0.003825876662636052,0.0,0.0,0.003483040267462298,0.0,0.0,0.11734693877551021,0.0,0.0,0.184375,0.0,0.0,5981.0,6748.857142857143,13094.512556878899,13513.315919959088,0.0,0.0
23,42,0.34452380952380973,0.1428571428571405,0.29576592082616193,0.02667814113597266,0.0039567951873119124,0.0,0.0,0.0035006875477463836,0.0,0.0,0.23214285714285715,0.0,0.0,0.18610154905335627,0.0,0.0,8528.857142857143,6343.5,12886.982765332457,13187.415196324584,0.0,0.0
24,60,0.13899999999999996,-0.10000000000000048,0.28806873977086755,0.020458265139116368,0.0019449626865671056,0.0,0.0,0.0034355816245864455,0.0,0.0,0.15416666666666667,0.0,0.0,0.18453355155482815,0.0,0.0,8919.233333333334,6987.083333333333,12714.471920462931,12917.835550107573,0.0,0.0
25,52,0.12634615384615383,-0.09615384615384882,0.2814678178963894,0.015698587127158607,0.0017203456402200158,0.0,0.0,0.0033739485519655365,0.0,0.0,0.125,0.0,0.0,0.18210361067503925,0.0,0.0,7228.923076923077,8115.615384615385,12485.907385315435,12717.743043212065,0.0,0.0
26,49,-0.19102040816326532,-0.346938775510214,0.2639682539682541,0.002267573696144805,-0.001946350592638856,0.0,0.0,0.0031436389986587657,0.0,0.0,0.025510204081632654,0.0,0.0,0.17630385487528344,0.0,0.0,7892.408163265306,9264.857142857143,12302.16741643343,12579.627607197868,0.0,0.0
27,53,0.47000000000000036,-0.09433962264150894,0.27190406976744197,-0.0014534883720933119,0.005721175930179162,0.0,0.0,0.0032408506215080863,0.0,0.0,0.39622641509433965,0.0,0.0,0.1847747093023256,0.0,0.0,8163.0,6753.132075471698,12142.96866964753,12355.5316252084,0.0,0.0
28,48,0.2825,-3.4266209661404368E-15,0.2722612359550563,-0.001404494382022866,0.0026505082095386197,0.0,0.0,0.0032157994708073142,0.0,0.0,0.2604166666666667,0.0,0.0,0.1873244382022472,0.0,0.0,5748.979166666667,8715.354166666666,11906.154243611203,12220.710237855003,0.0,0.0
