Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,103,0.5213592233009713,0.14563106796116293,0.5213592233009713,0.14563106796116293,0.0,0.006269702276707517,0.0,0.0,0.006269702276707517,0.0,0.0,0.41019417475728154,0.0,0.0,0.41019417475728154,0.0
3,43,0.782790697674419,0.13953488372092995,0.5983561643835621,0.14383561643835457,0.0,0.013480176211453731,0.0,0.0,0.007897306092930741,0.0,0.0,0.48255813953488375,0.0,0.0,0.4315068493150685,0.0
4,57,0.6752631578947372,0.21052631578947587,0.6199507389162566,0.16256157635467927,0.0,0.010324570815450648,0.0,0.0,0.008509127789046646,0.0,0.0,0.42543859649122806,0.0,0.0,0.42980295566502463,0.0
5,43,0.6448837209302329,0.23255813953488208,0.6243089430894313,0.17479674796747896,0.0,0.009682262569832376,0.0,0.0,0.008699444885011886,0.0,0.0,0.32558139534883723,0.0,0.0,0.4115853658536585,0.0
6,48,0.5514583333333335,-0.04166666666666786,0.6124149659863949,0.13945578231292438,0.0,0.006861067910834649,0.0,0.0,0.008369747117887686,0.0,0.0,0.4322916666666667,0.0,0.0,0.41496598639455784,0.0
7,53,0.7860377358490571,0.3396226415094309,0.6389337175792511,0.17002881844380288,0.0,0.01318354430379744,0.0,0.0,0.008986300259403364,0.0,0.0,0.41037735849056606,0.0,0.0,0.4142651296829971,0.0
8,51,0.6233333333333336,0.07843137254901754,0.6369346733668345,0.1582914572864309,0.0,0.005582089552238786,0.0,0.0,0.00834787763032238,0.0,0.0,0.5049019607843137,0.0,0.0,0.4258793969849246,0.0
9,52,0.5655769230769234,0.23076923076922568,0.6286888888888892,0.16666666666666496,0.0,0.006855477855477793,0.0,0.0,0.008163141645266452,0.0,0.0,0.375,0.0,0.0,0.42,0.0
10,52,0.5511538461538463,0.2692307692307693,0.6206573705179286,0.17729083665338494,0.0,0.008336242001163442,0.0,0.0,0.00817876361727259,0.0,0.0,0.2932692307692308,0.0,0.0,0.4068725099601594,0.0
11,49,0.8197959183673476,0.2857142857142825,0.6383666061705993,0.1869328493647896,0.0,0.012588530241303603,0.0,0.0,0.008519595020103646,0.0,0.0,0.5357142857142857,0.0,0.0,0.41833030852994557,0.0
12,47,0.44489361702127667,0.08510638297872351,0.6231605351170572,0.1789297658862861,0.0,0.00772441817510161,0.0,0.0,0.00847066578773894,0.0,0.0,0.2978723404255319,0.0,0.0,0.4088628762541806,0.0
13,46,0.5139130434782611,0.17391304347825534,0.6153571428571432,0.17857142857142674,0.0,0.0062226901816267175,0.0,0.0,0.008291973552058901,0.0,0.0,0.375,0.0,0.0,0.406444099378882,0.0
14,47,0.58468085106383,0.12765957446808426,0.6132706222865415,0.1751085383502153,0.0,0.007146944083224939,0.0,0.0,0.00820671224122236,0.0,0.0,0.4095744680851064,0.0,0.0,0.40665701881331406,0.0
15,51,0.8133333333333337,0.5098039215686211,0.6270215633423184,0.19811320754716774,0.0,0.00858621403436133,0.0,0.0,0.008239179712403458,0.0,0.0,0.46568627450980393,0.0,0.0,0.4107142857142857,0.0
16,47,0.7017021276595748,0.21276595744680432,0.6314702154626112,0.19898605830164545,0.0,0.008932827735644569,0.0,0.0,0.008281748670212736,0.0,0.0,0.4521276595744681,0.0,0.0,0.4131812420785805,0.0
17,47,0.427021276595745,0.17021276595744658,0.6199760765550243,0.1973684210526295,0.0,0.006520467836257326,0.0,0.0,0.008196021379550245,0.0,0.0,0.2872340425531915,0.0,0.0,0.4061004784688995,0.0
18,42,0.8404761904761907,0.3333333333333279,0.6305239179954446,0.20387243735762875,0.0,0.011461038961038835,0.0,0.0,0.00834765825266139,0.0,0.0,0.5059523809523809,0.0,0.0,0.410876993166287,0.0
19,46,0.5934782608695653,0.17391304347825762,0.6286796536796541,0.2023809523809501,0.0,0.0074305933587370514,0.0,0.0,0.008299519945136558,0.0,0.0,0.42934782608695654,0.0,0.0,0.41179653679653677,0.0
20,53,0.8490566037735855,0.5283018867924465,0.6406345957011262,0.22006141248720323,0.0,0.013566475731082253,0.0,0.0,0.008537833008225427,0.0,0.0,0.419811320754717,0.0,0.0,0.41223132036847493,0.0
21,50,0.22799999999999998,-0.02000000000000525,0.6205452775073032,0.2083739045764336,0.0,0.0032909930715935075,0.0,0.0,0.008301095437197942,0.0,0.0,0.22,0.0,0.0,0.40287244401168454,0.0
22,47,0.6448936170212769,0.2553191489361668,0.6216108007448793,0.21042830540036978,0.0,0.007228714524206974,0.0,0.0,0.008245559864634508,0.0,0.0,0.3882978723404255,0.0,0.0,0.4022346368715084,0.0
23,49,0.758571428571429,0.36734693877550845,0.6275868210151384,0.21727515583258863,0.0,0.011518438177874171,0.0,0.0,0.008371004715356354,0.0,0.0,0.4030612244897959,0.0,0.0,0.4022707034728406,0.0
24,52,0.4788461538461541,0.211538461538458,0.6210042553191493,0.21702127659574202,0.0,0.007051826677994814,0.0,0.0,0.008317906160229779,0.0,0.0,0.3269230769230769,0.0,0.0,0.39893617021276595,0.0
25,55,0.9696363636363641,0.5636363636363562,0.6365934959349597,0.23252032520324917,0.0,0.01427844712182054,0.0,0.0,0.00856132255983552,0.0,0.0,0.4772727272727273,0.0,0.0,0.4024390243902439,0.0
26,42,0.7159523809523813,0.28571428571428154,0.6392138364779878,0.23427672955974552,0.0,0.012966796032772685,0.0,0.0,0.008670263814540688,0.0,0.0,0.4166666666666667,0.0,0.0,0.40290880503144655,0.0
27,46,0.4434782608695653,0.13043478260869643,0.6323823975720793,0.23065250379362395,0.0,0.005663520266518565,0.0,0.0,0.008559047032244778,0.0,0.0,0.32608695652173914,0.0,0.0,0.4002276176024279,0.0
28,43,0.7530232558139537,0.2325581395348771,0.6361939750183692,0.23071271124173115,0.0,0.008180899444163631,0.0,0.0,0.008544277566164679,0.0,0.0,0.43023255813953487,0.0,0.0,0.4011756061719324,0.0
29,53,0.5815094339622645,0.2452830188679223,0.6341442715700145,0.2312588401697284,0.0,0.00689177101967794,0.0,0.0,0.008474435308571929,0.0,0.0,0.37264150943396224,0.0,0.0,0.4001060820367751,0.0
30,46,0.3004347826086957,0.043478260869562656,0.6236301369863018,0.22534246575342182,0.0,0.0037250673854447277,0.0,0.0,0.008313550036522972,0.0,0.0,0.24456521739130435,0.0,0.0,0.3952054794520548,0.0
31,54,0.37796296296296317,0.14814814814814123,0.6148678996036991,0.2225891677675003,0.0,0.005184150368301025,0.0,0.0,0.008204958706822823,0.0,0.0,0.25,0.0,0.0,0.39002642007926025,0.0
32,37,0.6256756756756758,0.21621621621621395,0.6151257253384916,0.22243713733075138,0.0,0.01119980648282539,0.0,0.0,0.008258543679235458,0.0,0.0,0.3581081081081081,0.0,0.0,0.3892649903288201,0.0
33,41,0.5136585365853659,0.21951219512195186,0.6125125628140707,0.22236180904522324,0.0,0.007869955156951047,0.0,0.0,0.008249746192893384,0.0,0.0,0.2804878048780488,0.0,0.0,0.386463567839196,0.0
