Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,104,0.7313461538461544,0.3269230769230638,0.7313461538461544,0.3269230769230638,0.009696583375828505,0.0,0.0,0.009696583375828505,0.0,0.0,0.41586538461538464,0.0,0.0,0.41586538461538464,0.0,0.0
3,40,0.20749999999999996,-0.35000000000000014,0.5858333333333338,0.13888888888887937,0.002674830808894611,0.0,0.0,0.007706220882433432,0.0,0.0,0.30625,0.0,0.0,0.3854166666666667,0.0,0.0
4,43,0.49534883720930234,0.13953488372093067,0.5650267379679147,0.13903743315507297,0.006047700170357755,0.0,0.0,0.00730250881194269,0.0,0.0,0.29651162790697677,0.0,0.0,0.3649732620320856,0.0,0.0
5,50,0.45460000000000034,0.23999999999999924,0.5417299578059075,0.16033755274261016,0.004804481082223621,0.0,0.0,0.006686979166666601,0.0,0.0,0.28,0.0,0.0,0.3470464135021097,0.0,0.0
6,45,0.441777777777778,0.06666666666666593,0.5257801418439719,0.14539007092198075,0.005304162219850574,0.0,0.0,0.006461129510196909,0.0,0.0,0.37777777777777777,0.0,0.0,0.3519503546099291,0.0,0.0
7,41,0.5868292682926831,0.24390243902438824,0.5335294117647061,0.1578947368421006,0.00868905742145175,0.0,0.0,0.006701014892872363,0.0,0.0,0.35365853658536583,0.0,0.0,0.3521671826625387,0.0,0.0
8,41,0.41780487804878064,0.14634146341463297,0.5204945054945057,0.15659340659340232,0.005493906350224496,0.0,0.0,0.0065704872550719105,0.0,0.0,0.3597560975609756,0.0,0.0,0.35302197802197804,0.0,0.0
9,57,0.5640350877192986,0.21052631578947348,0.526389548693587,0.16389548693586328,0.006126143292682932,0.0,0.0,0.006502068479887292,0.0,0.0,0.32894736842105265,0.0,0.0,0.3497624703087886,0.0,0.0
10,51,0.640588235294118,0.31372549019607776,0.5387288135593223,0.1800847457627085,0.008249999999999995,0.0,0.0,0.006684015456194269,0.0,0.0,0.36764705882352944,0.0,0.0,0.3516949152542373,0.0,0.0
11,56,0.6262500000000003,0.07142857142857242,0.5480113636363639,0.16856060606060316,0.0070379289584583645,0.0,0.0,0.0067250034862640405,0.0,0.0,0.45535714285714285,0.0,0.0,0.3626893939393939,0.0,0.0
12,47,0.6823404255319153,0.2553191489361717,0.5589913043478264,0.17565217391304094,0.009443462897526522,0.0,0.0,0.006923872301925739,0.0,0.0,0.39361702127659576,0.0,0.0,0.3652173913043478,0.0,0.0
13,59,0.682203389830509,0.3728813559322042,0.5704574132492116,0.19400630914826275,0.009687123947051308,0.0,0.0,0.007150878857978821,0.0,0.0,0.3474576271186441,0.0,0.0,0.3635646687697161,0.0,0.0
14,48,0.5466666666666672,0.166666666666665,0.5687829912023463,0.19208211143694795,0.005511447174963225,0.0,0.0,0.007009830496223115,0.0,0.0,0.375,0.0,0.0,0.36436950146627567,0.0,0.0
15,44,0.4293181818181818,0.022727272727272707,0.560330578512397,0.18181818181817974,0.005771463489153652,0.0,0.0,0.006940676664789794,0.0,0.0,0.375,0.0,0.0,0.3650137741046832,0.0,0.0
16,55,0.848363636363637,0.4363636363636387,0.580614596670935,0.19974391805377545,0.009522448979590578,0.0,0.0,0.007139865535103973,0.0,0.0,0.5045454545454545,0.0,0.0,0.37483994878361077,0.0,0.0
17,34,0.398529411764706,0.1176470588235256,0.5730184049079757,0.19631901840490612,0.005840517241379263,0.0,0.0,0.007094074220351937,0.0,0.0,0.25,0.0,0.0,0.3696319018404908,0.0,0.0
18,39,0.39435897435897443,-0.05128205128205116,0.5648594847775178,0.18501170960187177,0.00432873627920068,0.0,0.0,0.006952467427648858,0.0,0.0,0.4230769230769231,0.0,0.0,0.3720725995316159,0.0,0.0
19,47,0.6217021276595748,0.1702127659574456,0.5678246392896784,0.18423973362929905,0.0072326732673267235,0.0,0.0,0.006967885160165454,0.0,0.0,0.425531914893617,0.0,0.0,0.3748612652608213,0.0,0.0
20,56,0.39696428571428577,0.1250000000000011,0.5578265412748175,0.1807732497387654,0.005415347137637057,0.0,0.0,0.006885681486927323,0.0,0.0,0.25892857142857145,0.0,0.0,0.3680773249738767,0.0,0.0
21,47,0.3893617021276596,8.657377415428083E-16,0.5499402390438249,0.17231075697211007,0.004208831646734126,0.0,0.0,0.00674352992903976,0.0,0.0,0.3670212765957447,0.0,0.0,0.36802788844621515,0.0,0.0
22,46,0.5484782608695654,0.17391304347825923,0.5498761904761907,0.17238095238095089,0.0060853835021707605,0.0,0.0,0.006711809632307504,0.0,0.0,0.3804347826086957,0.0,0.0,0.36857142857142855,0.0,0.0
23,57,0.7117543859649128,0.2807017543859651,0.5582113821138214,0.17795844625112778,0.008318638507278174,0.0,0.0,0.006798019801980022,0.0,0.0,0.42105263157894735,0.0,0.0,0.3712737127371274,0.0,0.0
24,44,0.7838636363636368,0.3181818181818183,0.5668375325803652,0.18331885317115415,0.011285994764397407,0.0,0.0,0.006943995061517972,0.0,0.0,0.44886363636363635,0.0,0.0,0.37423979148566466,0.0,0.0
25,48,0.4304166666666669,-0.12500000000000178,0.5613761467889911,0.17097581317764665,0.0054168851599370495,0.0,0.0,0.006884422624526771,0.0,0.0,0.359375,0.0,0.0,0.37364470391993326,0.0,0.0
26,44,0.5106818181818185,0.13636363636363547,0.5595816572807726,0.16975060337892062,0.0057394636015325635,0.0,0.0,0.006840340266509145,0.0,0.0,0.3693181818181818,0.0,0.0,0.37349155269509254,0.0,0.0
27,52,0.34903846153846163,-0.09615384615384537,0.5511274131274133,0.1590733590733578,0.0036651857835218377,0.0,0.0,0.0066928927107850235,0.0,0.0,0.39903846153846156,0.0,0.0,0.3745173745173745,0.0,0.0
28,48,0.8135416666666672,0.458333333333337,0.5605063291139243,0.16976917349218057,0.009762499999999142,0.0,0.0,0.006803872122345862,0.0,0.0,0.4166666666666667,0.0,0.0,0.37602382725241995,0.0,0.0
29,48,0.4597916666666668,0.08333333333333255,0.5570309130122217,0.16678648454349282,0.005620066208301507,0.0,0.0,0.00676329387940347,0.0,0.0,0.3645833333333333,0.0,0.0,0.3756290438533429,0.0,0.0
30,54,0.6553703703703708,0.1666666666666642,0.5607058823529414,0.1667820069204141,0.007328639469869519,0.0,0.0,0.006786159992629208,0.0,0.0,0.4537037037037037,0.0,0.0,0.3785467128027682,0.0,0.0
