Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,93,0.7675268817204307,0.19354838709676192,0.7675268817204307,0.19354838709676192,0.0,0.008863777474233043,0.0,0.0,0.008863777474233043,0.0,0.0,0.5349462365591398,0.0,0.0,0.5349462365591398,0.0,39927.602150537634,39205.87096774193,39927.602150537634,39205.87096774193,0.0,0.0
3,56,0.6103571428571435,0.32142857142857223,0.7084563758389267,0.24161073825502621,0.0,0.00880247231522043,0.0,0.0,0.008843833780160827,0.0,0.0,0.36160714285714285,0.0,0.0,0.4697986577181208,0.0,27943.589285714286,22705.303571428572,33935.59571812596,30955.587269585252,0.0,0.0
4,45,0.9735555555555561,0.4222222222222185,0.769948453608248,0.28350515463916875,0.0,0.012474373576309762,0.0,0.0,0.009669212843086453,0.0,0.0,0.5833333333333334,0.0,0.0,0.4961340206185567,0.0,29077.733333333334,32290.066666666666,32316.308256528417,31400.413735279057,0.0,0.0
5,48,0.7687500000000004,0.12499999999999477,0.7697107438016535,0.25206611570247306,0.0,0.010059978189749142,0.0,0.0,0.00974419334588823,0.0,0.0,0.6041666666666666,0.0,0.0,0.5175619834710744,0.0,31572.083333333332,31701.125,32130.252025729646,31475.591551459293,0.0,0.0
6,58,0.9051724137931039,0.310344827586201,0.7959000000000006,0.2633333333333272,0.0,0.010249902381881759,0.0,0.0,0.009851060318508036,0.0,0.0,0.5905172413793104,0.0,0.0,0.5316666666666666,0.0,23211.379310344826,28939.91379310345,30346.47748265268,30968.455999788122,0.0,0.0
7,51,0.5621568627450988,-2.115954470462063E-15,0.7619373219373226,0.2250712250712195,0.0,0.007483685721743861,0.0,0.0,0.009527948982863604,0.0,0.0,0.4950980392156863,0.0,0.0,0.5263532763532763,0.0,25341.666666666668,24209.666666666668,29512.342346655012,29841.991110934545,0.0,0.0
8,36,0.920555555555556,0.41666666666666374,0.776692506459949,0.2428940568475399,0.0,0.012283172720534013,0.0,0.0,0.009769558292976217,0.0,0.0,0.5625,0.0,0.0,0.5297157622739018,0.0,12770.111111111111,14953.833333333334,27120.595027291598,27715.11142842009,0.0,0.0
9,52,0.7146153846153852,0.30769230769230316,0.7693394077448754,0.2505694760819993,0.0,0.010086862106406419,0.0,0.0,0.009803489013381341,0.0,0.0,0.46634615384615385,0.0,0.0,0.5222095671981777,0.0,12101.326923076924,18279.25,25243.186514264766,26535.628749867577,0.0,0.0
10,50,0.47300000000000025,0.019999999999997166,0.7390388548057266,0.22699386503066984,0.0,0.005405714285714382,0.0,0.0,0.009307937979704348,0.0,0.0,0.475,0.0,0.0,0.5173824130879345,0.0,11635.78,6256.2,23731.252457124236,24282.35888877118,0.0,0.0
11,53,0.5786792452830194,0.09433962264150568,0.7233579335793364,0.21402214022139734,0.0,0.00790056671818671,0.0,0.0,0.009180013112297504,0.0,0.0,0.45754716981132076,0.0,0.0,0.5115313653136532,0.0,9494.67924528302,3833.4528301886794,22307.595135940115,22237.46828291293,0.0,0.0
