Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,98,0.48632653061224546,0.21428571428571616,0.48632653061224546,0.21428571428571616,0.0,0.007517350157728298,0.0,0.0,0.007517350157728298,0.0,0.0,0.32142857142857145,0.0,0.0,0.32142857142857145,0.0
3,47,0.715957446808511,0.2340425531914921,0.5607586206896557,0.22068965517241595,0.0,0.010071834780006056,0.0,0.0,0.00839892573081269,0.0,0.0,0.4308510638297872,0.0,0.0,0.3568965517241379,0.0
4,53,0.48735849056603797,0.1886792452830207,0.5411111111111115,0.2121212121212142,0.0,0.007606007067137865,0.0,0.0,0.008193010629349073,0.0,0.0,0.30660377358490565,0.0,0.0,0.3434343434343434,0.0
5,64,0.8179687500000006,0.37500000000000205,0.6087404580152677,0.25190839694656697,0.0,0.012387600567912608,0.0,0.0,0.009217476738137694,0.0,0.0,0.42578125,0.0,0.0,0.36354961832061067,0.0
6,49,0.7293877551020413,0.14285714285714649,0.6277491961414795,0.23472668810289618,0.0,0.009551042223409717,0.0,0.0,0.009276787835590196,0.0,0.0,0.5102040816326531,0.0,0.0,0.3866559485530547,0.0
7,41,0.5500000000000003,0.09756097560975951,0.6186931818181822,0.21875000000000241,0.0,0.006481747628628987,0.0,0.0,0.00888028054151019,0.0,0.0,0.36585365853658536,0.0,0.0,0.38423295454545453,0.0
8,49,0.6000000000000003,0.16326530612245227,0.6164089775561101,0.2119700748129701,0.0,0.00719178082191785,0.0,0.0,0.008639032573745145,0.0,0.0,0.4489795918367347,0.0,0.0,0.39214463840399,0.0
9,46,0.5504347826086958,0.1739130434782634,0.6096196868008953,0.2080536912751703,0.0,0.008650495387769078,0.0,0.0,0.008640096388598122,0.0,0.0,0.3532608695652174,0.0,0.0,0.38814317673378074,0.0
10,58,0.5932758620689657,0.20689655172414148,0.6077425742574262,0.20792079207921058,0.0,0.00782401091405139,0.0,0.0,0.00854022316832218,0.0,0.0,0.35344827586206895,0.0,0.0,0.38415841584158417,0.0
11,47,0.5385106382978724,0.04255319148936527,0.6018478260869569,0.19384057971014765,0.0,0.00647480173957539,0.0,0.0,0.00833759975907229,0.0,0.0,0.3882978723404255,0.0,0.0,0.3845108695652174,0.0
12,40,0.38949999999999996,-0.049999999999997796,0.5875000000000004,0.17736486486486755,0.0,0.007359470949456836,0.0,0.0,0.008288253937992865,0.0,0.0,0.3,0.0,0.0,0.37880067567567566,0.0
13,48,0.2795833333333333,-0.2500000000000007,0.5644062500000003,0.14531250000000245,0.0,0.0035988200589970308,0.0,0.0,0.007905541451457464,0.0,0.0,0.3958333333333333,0.0,0.0,0.380078125,0.0
14,54,0.46444444444444466,0.11111111111111453,0.5566282420749282,0.1426512968299737,0.0,0.005962910128388057,0.0,0.0,0.007741793258246715,0.0,0.0,0.2962962962962963,0.0,0.0,0.37355907780979825,0.0
15,58,0.5256896551724141,0.17241379310345117,0.554242021276596,0.14494680851064085,0.0,0.006142224012892805,0.0,0.0,0.007597061718493575,0.0,0.0,0.36637931034482757,0.0,0.0,0.37300531914893614,0.0
16,32,0.47781250000000003,0.12500000000000078,0.5511224489795921,0.14413265306122697,0.0,0.006918552036199107,0.0,0.0,0.007570787776843189,0.0,0.0,0.2578125,0.0,0.0,0.36830357142857145,0.0
17,53,0.567735849056604,0.24528301886792733,0.5521744324970135,0.15053763440860465,0.0,0.009318674512232939,0.0,0.0,0.007664383675229178,0.0,0.0,0.37735849056603776,0.0,0.0,0.3688769414575866,0.0
18,62,0.4801612903225811,0.1612903225806464,0.5472080088987767,0.1512791991101248,0.0,0.007991946308724898,0.0,0.0,0.007683441102052212,0.0,0.0,0.28225806451612906,0.0,0.0,0.3629032258064516,0.0
19,48,0.9181250000000004,0.5208333333333358,0.566008447729673,0.17001055966209325,0.0,0.013286101899306206,0.0,0.0,0.007959401868048551,0.0,0.0,0.4583333333333333,0.0,0.0,0.367740232312566,0.0
20,50,0.4216000000000001,0.160000000000001,0.5587662988966905,0.16950852557673254,0.0,0.007493778883754052,0.0,0.0,0.007940732082786844,0.0,0.0,0.28,0.0,0.0,0.36334002006018057,0.0
21,50,0.6466000000000004,0.28000000000000236,0.5629608404966575,0.17478510028653532,0.0,0.008241141983176187,0.0,0.0,0.007956640883381173,0.0,0.0,0.385,0.0,0.0,0.3643744030563515,0.0
22,47,0.5461702127659577,0.2553191489361694,0.5622394881170022,0.17824497257769875,0.0,0.008345253576072815,0.0,0.0,0.007972134015941856,0.0,0.0,0.31382978723404253,0.0,0.0,0.36220292504570384,0.0
23,45,0.682666666666667,0.13333333333333336,0.5669973661106237,0.17647058823529627,0.0,0.0079175257731959,0.0,0.0,0.007969519343493478,0.0,0.0,0.4888888888888889,0.0,0.0,0.36720807726075505,0.0
24,50,0.5270000000000006,0.11999999999999945,0.5653153910849457,0.17409587888982542,0.0,0.008367735789139418,0.0,0.0,0.007984415090753517,0.0,0.0,0.375,0.0,0.0,0.3675357443229605,0.0
25,43,0.3909302325581396,0.04651162790697949,0.5592288961038965,0.1696428571428592,0.0,0.004529776340609028,0.0,0.0,0.007838557369588647,0.0,0.0,0.3313953488372093,0.0,0.0,0.36627435064935066,0.0
