Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg privacy score,Avg privacy score in Window
2,102,0.6396078431372555,0.235294117647067,0.6396078431372555,0.235294117647067,0.008286548964817045,0.0,0.0,0.008286548964817045,0.0,0.0,0.27205882352941174,0.0,0.0,0.27205882352941174,0.0,0.0,0.0,0.0
3,44,1.0184090909090913,0.6818181818181791,0.7537671232876718,0.369863013698635,0.010244627343393256,0.0,0.0,0.00898587409161482,0.0,0.0,0.3465909090909091,0.0,0.0,0.2945205479452055,0.0,0.0,0.0,0.0
4,53,1.1333962264150947,0.6415094339622486,0.854874371859297,0.4422110552763813,0.01603577148958978,0.0,0.0,0.010637153754768336,0.0,0.0,0.46226415094339623,0.0,0.0,0.3391959798994975,0.0,0.0,0.0,0.0
5,47,1.1059574468085114,0.6382978723404175,0.9028455284552851,0.4796747967479655,0.01199907663896568,0.0,0.0,0.010927429274293203,0.0,0.0,0.48404255319148937,0.0,0.0,0.366869918699187,0.0,0.0,0.0,0.0
6,43,1.0365116279069773,0.7441860465116319,0.9227335640138414,0.519031141868511,0.00984972375690615,0.0,0.0,0.010731187122736808,0.0,0.0,0.4069767441860465,0.0,0.0,0.3728373702422145,0.0,0.0,0.0,0.0
7,51,1.1764705882352946,0.6666666666666569,0.9607941176470594,0.5411764705882328,0.014517299782241394,0.0,0.0,0.011271089949281074,0.0,0.0,0.47549019607843135,0.0,0.0,0.38823529411764707,0.0,0.0,0.0,0.0
8,63,0.9206349206349212,0.5079365079365046,0.9545161290322587,0.535980148883372,0.011710074702200974,0.0,0.0,0.011335160301744897,0.0,0.0,0.38492063492063494,0.0,0.0,0.38771712158808935,0.0,0.0,0.0,0.0
9,46,0.9867391304347831,0.5652173913043663,0.9578173719376398,0.5389755011135853,0.009997797356828292,0.0,0.0,0.011177357313650464,0.0,0.0,0.3695652173913043,0.0,0.0,0.38585746102449886,0.0,0.0,0.0,0.0
10,50,1.1102000000000007,0.6399999999999857,0.9730861723446901,0.5490981963927837,0.01596491228070265,0.0,0.0,0.011574142492789988,0.0,0.0,0.455,0.0,0.0,0.3927855711422846,0.0,0.0,0.0,0.0
11,38,0.8694736842105265,0.31578947368421995,0.9657541899441348,0.5325884543761628,0.007725040916530185,0.0,0.0,0.011218040233614925,0.0,0.0,0.42105263157894735,0.0,0.0,0.3947858472998138,0.0,0.0,0.0,0.0
12,37,0.863783783783784,0.4864864864865005,0.9591811846689903,0.5296167247386757,0.00840610205155182,0.0,0.0,0.011004357211385074,0.0,0.0,0.27702702702702703,0.0,0.0,0.3871951219512195,0.0,0.0,0.0,0.0
13,50,0.7632000000000007,0.4400000000000045,0.9434775641025649,0.5224358974358976,0.008734264133669224,0.0,0.0,0.010822043712432105,0.0,0.0,0.335,0.0,0.0,0.38301282051282054,0.0,0.0,0.0,0.0
14,39,0.7512820512820516,0.4615384615384793,0.9321719457013581,0.5188536953242847,0.0069250768139920964,0.0,0.0,0.01054083094555907,0.0,0.0,0.26282051282051283,0.0,0.0,0.3759426847662142,0.0,0.0,0.0,0.0
15,56,0.850714285714286,0.49999999999999833,0.9258275382475667,0.5173852573018091,0.008691844553913784,0.0,0.0,0.01038276168639778,0.0,0.0,0.34375,0.0,0.0,0.37343532684283726,0.0,0.0,0.0,0.0
