Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window
12,44,0.7270454545454551,0.22727272727272585,0.6628366247755838,0.22082585278276812,0.00920310701956272,0.0,0.0,0.008344445700079231,0.0,0.0,0.4034090909090909,0.0,0.0,0.4151705565529623,0.0,0.0,1406.2954545454545,3733.4772727272725,2412.052232808313,12681.264779953786
13,49,0.4738775510204084,0.08163265306122681,0.6475577557755778,0.2095709570957128,0.0062235325649960364,0.0,0.0,0.008179506419876727,0.0,0.0,0.3469387755102041,0.0,0.0,0.40965346534653463,0.0,0.0,1390.061224489796,3457.204081632653,2326.8863154484366,11912.593055093692
14,53,0.5643396226415096,0.07547169811320655,0.6408649468892265,0.19878603945372064,0.00792317880794703,0.0,0.0,0.008160808486792638,0.0,0.0,0.3867924528301887,0.0,0.0,0.40781487101669195,0.0,0.0,1402.3396226415093,3161.0943396226417,2255.767339078673,11239.400846211305
15,41,0.5463414634146343,-0.09756097560976557,0.6353285714285718,0.1814285714285736,0.0074025115664244105,0.0,0.0,0.008118918524198224,0.0,0.0,0.4024390243902439,0.0,0.0,0.4075,0.0,0.0,1519.780487804878,3352.0,2203.1968497019734,10676.015071481926
16,43,0.7339534883720933,0.09302325581395282,0.6410363391655454,0.1763122476446857,0.010003169572107815,0.0,0.0,0.008221535593454503,0.0,0.0,0.46511627906976744,0.0,0.0,0.4108344549125168,0.0,0.0,703.7441860465116,3283.720930232558,2103.233338791609,10183.195462065301
17,53,0.6181132075471701,0.03773584905660324,0.6395100502512566,0.16708542713568023,0.013025844930417568,0.0,0.0,0.00842142703525413,0.0,0.0,0.42452830188679247,0.0,0.0,0.4117462311557789,0.0,0.0,676.0943396226415,2114.396226415094,2014.0371513435489,9678.895509837163
18,47,0.9965957446808515,0.5957446808510636,0.6594187425860027,0.19098457888493647,0.016146156497759565,0.0,0.0,0.008775178379743748,0.0,0.0,0.48404255319148937,0.0,0.0,0.41577698695136417,0.0,0.0,1225.872340425532,3777.872340425532,1967.6745154071948,9331.776499871772
19,55,0.29127272727272735,-0.07272727272727628,0.6368708240534524,0.17483296213808602,0.004482372691661999,0.0,0.0,0.008545919129733225,0.0,0.0,0.33181818181818185,0.0,0.0,0.4106347438752784,0.0,0.0,1879.6363636363637,5057.345454545454,1962.7835069754817,9094.308108464755
20,46,0.47260869565217417,-0.08695652173913442,0.6288665254237291,0.16207627118644183,0.007450308430431827,0.0,0.0,0.008500143184421636,0.0,0.0,0.3695652173913043,0.0,0.0,0.4086334745762712,0.0,0.0,822.195652173913,4855.804347826087,1902.7525672490833,8871.228963167983
21,49,0.5597959183673473,0.04081632653061002,0.6254582074521655,0.15609264853977942,0.011232596232596224,0.0,0.0,0.008592457319941437,0.0,0.0,0.3673469387755102,0.0,0.0,0.4065961732124874,0.0,0.0,844.8775510204082,4041.0408163265306,1849.8588164376495,8629.71955582591
22,53,0.5503773584905663,0.11320754716981304,0.6216539196940731,0.15391969407265874,0.006584650112867013,0.0,0.0,0.008476509542183855,0.0,0.0,0.3915094339622642,0.0,0.0,0.4058317399617591,0.0,0.0,894.0566037735849,6377.169811320755,1804.3444253584082,8522.455282278046
23,43,-0.15534883720930237,-0.5581395348837227,0.5909733700642796,0.12580348943985398,-0.0017110655737705208,0.0,0.0,0.007983154708742777,0.0,0.0,0.22674418604651161,0.0,0.0,0.3987603305785124,0.0,0.0,965.0697674418604,7878.139534883721,1766.1955772712927,8493.168202851031
24,52,0.6376923076923082,0.3076923076923092,0.5931025416301494,0.13409290096406754,0.008531000771803623,0.0,0.0,0.00800835473296816,0.0,0.0,0.3701923076923077,0.0,0.0,0.3974583698510079,0.0,0.0,779.5,5053.923076923077,1723.2957695638452,8343.635806071554
25,60,0.5778333333333338,0.10000000000000113,0.5923397169025817,0.13238967527060874,0.007048180524496855,0.0,0.0,0.007955536668828795,0.0,0.0,0.45416666666666666,0.0,0.0,0.40029142381348876,0.0,0.0,1130.1666666666667,7821.15,1698.5820569431291,8321.865564151905
26,58,0.4970689655172417,0.10344827586206377,0.5879507545671172,0.1310563939634637,0.006764429845143165,0.0,0.0,0.007901349216515186,0.0,0.0,0.3577586206896552,0.0,0.0,0.3983320095313741,0.0,0.0,1097.655172413793,6594.310344827586,1674.5449815619556,8252.763355378933
27,45,0.4662222222222225,0.13333333333333794,0.5837500000000004,0.13113496932515414,0.005449350649350759,0.0,0.0,0.007804560460967551,0.0,0.0,0.35,0.0,0.0,0.3966641104294479,0.0,0.0,1310.6,7798.577777777778,1660.5470976557265,8235.29467931735
28,45,1.0666666666666673,0.7555555555555619,0.5998591549295779,0.15196441808747316,0.014192785334121912,0.0,0.0,0.008018649173570192,0.0,0.0,0.4388888888888889,0.0,0.0,0.39807264640474427,0.0,0.0,1168.3111111111111,12142.666666666666,1642.3161351911112,8380.012160330287
29,52,0.38269230769230766,-0.11538461538462245,0.5917987152034265,0.1420413990007144,0.004400707651481819,0.0,0.0,0.007863483753485558,0.0,0.0,0.34615384615384615,0.0,0.0,0.3961456102783726,0.0,0.0,1985.5,6878.0192307692305,1654.5727017914287,8326.369555703106
30,52,0.5288461538461543,0.1153846153846104,0.5895457673778394,0.14108740536820416,0.008593750000000046,0.0,0.0,0.007884994200924266,0.0,0.0,0.3317307692307692,0.0,0.0,0.3938403303509979,0.0,0.0,845.4423076923077,4860.7692307692305,1626.671653719045,8206.866096222628
31,44,0.5697727272727277,0.1363636363636323,0.5889645958583839,0.1409485637942555,0.007856471325603367,0.0,0.0,0.007884180311010658,0.0,0.0,0.3977272727272727,0.0,0.0,0.3939545758183033,0.0,0.0,1249.3636363636363,3675.8636363636365,1614.0947198071983,8055.832680893995
32,44,0.6493181818181821,0.3181818181818146,0.590687865022713,0.14600908500973417,0.010430814165753866,0.0,0.0,0.007945063193911132,0.0,0.0,0.3181818181818182,0.0,0.0,0.3917910447761194,0.0,0.0,1222.9545454545455,3723.0,1601.4772948280804,7916.063884736124
33,37,0.19081081081081078,-0.05405405405405242,0.5813117870722437,0.1413181242078583,0.0033860911270983643,0.0,0.0,0.007863578304887235,0.0,0.0,0.16216216216216217,0.0,0.0,0.38640684410646386,0.0,0.0,1392.5945945945946,2824.7837837837837,1594.949710445784,7756.961381581364
34,41,0.30609756097560975,-1.808851171828304E-15,0.5743421865348984,0.13773934527486123,0.0053978494623655076,0.0,0.0,0.00781539444267016,0.0,0.0,0.2682926829268293,0.0,0.0,0.3834156886967264,0.0,0.0,864.5853658536586,2878.951219512195,1572.817457579356,7609.1428918216925
35,37,0.8010810810810816,0.3783783783783699,0.5794082125603868,0.1431159420289855,0.009227895392278867,0.0,0.0,0.007852524756526804,0.0,0.0,0.4797297297297297,0.0,0.0,0.38556763285024154,0.0,0.0,1044.6756756756756,6425.378378378378,1557.2838757586594,7574.326288485124
36,46,0.7984782608695657,0.3478260869565269,0.5853290246768511,0.1486486486486488,0.011315465187923472,0.0,0.0,0.007942137823272504,0.0,0.0,0.41304347826086957,0.0,0.0,0.386310223266745,0.0,0.0,2040.3260869565217,3460.1304347826085,1571.085081792884,7456.777835522195
37,51,0.581372549019608,0.23529411764706193,0.5852139189960072,0.15116942384483764,0.008002699055330405,0.0,0.0,0.00794387529909176,0.0,0.0,0.3382352941176471,0.0,0.0,0.38491158014831717,0.0,0.0,1052.235294117647,5275.568627450981,1556.672587690794,7396.188690853551
38,46,0.4906521739130438,-3.8513500963278996E-15,0.5827959977765428,0.1473040578098945,0.00649309551208268,0.0,0.0,0.007905849174691091,0.0,0.0,0.3804347826086957,0.0,0.0,0.38479710950528073,0.0,0.0,1157.304347826087,5683.695652173913,1545.8788514782345,7349.90509521356
39,41,0.6478048780487808,0.4878048780487696,0.5842445652173915,0.15489130434782597,0.008757006264424516,0.0,0.0,0.007924880206413623,0.0,0.0,0.24390243902439024,0.0,0.0,0.3816576086956522,0.0,0.0,1082.9268292682927,3754.048780487805,1533.6959035253412,7255.277297457619
40,61,0.40180327868852506,0.04918032786885146,0.5783903208837456,0.15149921094160954,0.0058989169675090205,0.0,0.0,0.00786466864561359,0.0,0.0,0.3073770491803279,0.0,0.0,0.37927406628090476,0.0,0.0,1717.622950819672,5039.2786885245905,1538.4119816610933,7198.4568203054905
41,39,0.47794871794871796,0.20512820512820434,0.5763711340206188,0.15257731958762868,0.005526237770530542,0.0,0.0,0.0078095796840297205,0.0,0.0,0.33974358974358976,0.0,0.0,0.37847938144329896,0.0,0.0,3843.102564102564,4380.5641025641025,1596.02924622213,7128.009502361956
42,40,0.6137500000000001,0.12499999999999334,0.5771262626262629,0.1520202020202017,0.006942873303167258,0.0,0.0,0.007788690922475066,0.0,0.0,0.3625,0.0,0.0,0.37815656565656564,0.0,0.0,1170.625,5666.8,1585.653532899639,7092.370246206787
43,42,0.3326190476190476,0.023809523809524065,0.5720474777448074,0.14935707220573657,0.0036977236633139597,0.0,0.0,0.007685989952954356,0.0,0.0,0.27976190476190477,0.0,0.0,0.37611275964391694,0.0,0.0,1136.3809523809523,6500.547619047619,1574.956566696813,7078.279231274426
44,71,0.3226760563380283,0.11267605633802986,0.5635881509794556,0.14811275680840874,0.0040171839382780895,0.0,0.0,0.007552034316079303,0.0,0.0,0.2535211267605634,0.0,0.0,0.37195413282369805,0.0,0.0,950.5070422535211,6563.957746478874,1560.4344847330156,7066.318266511737
45,46,0.20804347826086952,-0.1521739130434765,0.5559420289855075,0.1416549789621316,0.0029527923480407556,0.0,0.0,0.007458541358288009,0.0,0.0,0.2608695652173913,0.0,0.0,0.3695652173913043,0.0,0.0,1131.3695652173913,5451.065217391304,1550.6830092894786,7029.607969940818
46,54,0.8316666666666671,0.38888888888888506,0.5627314181486551,0.14774281805745523,0.012334523482559572,0.0,0.0,0.007567406807827016,0.0,0.0,0.4537037037037037,0.0,0.0,0.37163702690378475,0.0,0.0,1025.648148148148,5794.240740740741,1539.0155679307823,7002.155364847484
47,47,0.44446808510638314,-0.042553191489360064,0.5602500000000004,0.1437499999999997,0.006195136417556473,0.0,0.0,0.007539606726384698,0.0,0.0,0.35106382978723405,0.0,0.0,0.37120535714285713,0.0,0.0,754.468085106383,4175.659574468085,1521.9601878693825,6940.709804187062
48,48,0.3572916666666666,0.08333333333333279,0.5559921328671332,0.1424825174825172,0.005707154742096666,0.0,0.0,0.007507111074391913,0.0,0.0,0.2760416666666667,0.0,0.0,0.3692089160839161,0.0,0.0,968.6458333333334,5014.208333333333,1510.18754202819,6899.720411190174
49,64,0.6953125000000006,0.29687499999998995,0.5597831632653064,0.1466836734693872,0.01130015236160423,0.0,0.0,0.007593256897665433,0.0,0.0,0.45703125,0.0,0.0,0.3715986394557823,0.0,0.0,986.03125,4639.171875,1499.2676192776025,6852.625650019545
50,58,0.6065517241379313,0.18965517241380386,0.5609087136929464,0.1477178423236512,0.010702768481898078,0.0,0.0,0.007651107375522861,0.0,0.0,0.33189655172413796,0.0,0.0,0.37064315352697097,0.0,0.0,1015.4137931034483,4973.431034482759,1489.3930513964974,6814.274739498386
51,47,0.4500000000000004,0.06382978723404072,0.5587871387871391,0.14611314611314583,0.007014925373134029,0.0,0.0,0.007640433180851908,0.0,0.0,0.3670212765957447,0.0,0.0,0.3705738705738706,0.0,0.0,1044.3829787234042,5304.95744680851,1480.4928499430355,6784.088393644589
52,44,0.4202272727272728,0.09090909090909327,0.556349460215914,0.14514194322271068,0.006648687522473857,0.0,0.0,0.007625318536785875,0.0,0.0,0.30113636363636365,0.0,0.0,0.36935225909636143,0.0,0.0,1130.8181818181818,4696.909090909091,1473.6364839013715,6743.163309277227
53,52,0.5865384615384622,0.1538461538461529,0.5569643556600082,0.14531923227575375,0.013965201465201577,0.0,0.0,0.0077003016370715905,0.0,0.0,0.2932692307692308,0.0,0.0,0.36780258519388953,0.0,0.0,1169.1538461538462,3251.2115384615386,1467.7810485600728,6676.010390607695
54,48,0.44937500000000014,0.041666666666663854,0.5549788542868132,0.1434063821607071,0.006436884512086037,0.0,0.0,0.007677783096643812,0.0,0.0,0.2708333333333333,0.0,0.0,0.3660130718954248,0.0,0.0,1183.2291666666667,6253.604166666667,1462.412145128122,6668.040461854091
55,50,0.46940000000000026,0.04000000000000061,0.5533647680120712,0.14145605431912459,0.005179871992937702,0.0,0.0,0.0076190006284376,0.0,0.0,0.425,0.0,0.0,0.36712561297623536,0.0,0.0,1208.98,7284.36,1457.7189572553789,6679.453786634571
56,58,0.8977586206896555,0.4827586206896618,0.5607382798080476,0.14876338132152073,0.01107165638953853,0.0,0.0,0.007701324248139379,0.0,0.0,0.45689655172413796,0.0,0.0,0.36904761904761907,0.0,0.0,1201.4310344827586,6722.051724137931,1453.059176841331,6680.228294589177
57,46,0.255,-0.08695652173912703,0.5556333938294015,0.14482758620689648,0.0030216383307575707,0.0,0.0,0.007611000069608129,0.0,0.0,0.30434782608695654,0.0,0.0,0.367967332123412,0.0,0.0,1119.891304347826,7023.826086956522,1447.1097505468042,6686.36396945288
58,50,0.4380000000000001,-0.03999999999999642,0.5535365418894834,0.14153297682709448,0.004905913978494685,0.0,0.0,0.007552264215185587,0.0,0.0,0.36,0.0,0.0,0.367825311942959,0.0,0.0,861.1,4515.6,1436.8288777301937,6648.280391041425
59,48,0.26729166666666687,-0.16666666666666624,0.5487206449351563,0.13634770417104802,0.003965996908809654,0.0,0.0,0.007496707769663613,0.0,0.0,0.328125,0.0,0.0,0.3671573781983877,0.0,0.0,810.25,3339.375,1426.0257936313972,6591.230298092435
60,45,0.8197777777777783,0.37777777777778154,0.5529296066252591,0.140096618357488,0.012404169468729383,0.0,0.0,0.007565616457112665,0.0,0.0,0.34444444444444444,0.0,0.0,0.3668046928916494,0.0,0.0,822.6444444444444,3484.5555555555557,1415.7989911028048,6538.574793981641
61,53,0.5645283018867929,0.056603773584906716,0.5531379193493735,0.13859708573364968,0.009200492004920052,0.0,0.0,0.007590339035856636,0.0,0.0,0.39622641509433965,0.0,0.0,0.36733310742121317,0.0,0.0,920.4150943396227,3052.1509433962265,1407.5425928234185,6480.467729805217
62,46,0.6154347826086959,0.28260869565217195,0.5540940940940945,0.14080747414080752,0.008088571428571348,0.0,0.0,0.007598318012729317,0.0,0.0,0.41847826086956524,0.0,0.0,0.3681181181181181,0.0,0.0,843.0,4082.521739130435,1398.287796219756,6441.157139794155
63,42,0.9440476190476195,0.4285714285714264,0.5594833826916753,0.1447844685751892,0.01740561896400386,0.0,0.0,0.00769948693332853,0.0,0.0,0.43452380952380953,0.0,0.0,0.3690358670615334,0.0,0.0,928.7619047619048,2944.0,1390.714797970436,6384.751379474894
64,58,0.537241379310345,0.15517241379310184,0.5590668388763324,0.1449790119470455,0.006540722082283922,0.0,0.0,0.007675016512037193,0.0,0.0,0.4525862068965517,0.0,0.0,0.3706005812076203,0.0,0.0,802.2413793103449,4781.9655172413795,1381.3739500551962,6359.310334042616
65,55,0.5920000000000003,0.18181818181818832,0.5596414974619293,0.14562182741116758,0.006804597701149824,0.0,0.0,0.007656937728428966,0.0,0.0,0.35454545454545455,0.0,0.0,0.3703204314720812,0.0,0.0,937.5272727272727,5023.2,1374.4388457219475,6338.433610073201
66,45,0.44222222222222235,6.827871601444713E-16,0.5579887394432285,0.14357209884266509,0.005854663136216801,0.0,0.0,0.007630733562326531,0.0,0.0,0.36666666666666664,0.0,0.0,0.3702690021895527,0.0,0.0,924.4666666666667,4003.5777777777776,1367.5161968134046,6302.51275111481
67,62,0.5117741935483874,0.09677419354839291,0.5571095428045416,0.14268180423442792,0.004987425337944159,0.0,0.0,0.007560704425353691,0.0,0.0,0.3709677419354839,0.0,0.0,0.37028229518257133,0.0,0.0,802.3064516129032,7613.258064516129,1358.9524127952152,6322.3725285905875
68,53,0.6113207547169816,0.264150943396245,0.557977053140097,0.14462560386473478,0.00915771622385558,0.0,0.0,0.007583891791182636,0.0,0.0,0.3584905660377358,0.0,0.0,0.37009359903381644,0.0,0.0,995.8867924528302,4325.245283018868,1353.5335229393588,6292.564659253696
69,50,0.7680000000000003,0.27999999999999686,0.5611005353955982,0.1466389054134448,0.008915718597631715,0.0,0.0,0.007607023033744157,0.0,0.0,0.46,0.0,0.0,0.3714306960142772,0.0,0.0,1026.92,5048.82,1348.7303828961328,6274.274296617612
70,44,0.7759090909090912,0.31818181818180374,0.5638755137991783,0.1488549618320613,0.008446313706086088,0.0,0.0,0.007620483600898363,0.0,0.0,0.4375,0.0,0.0,0.37228420434527304,0.0,0.0,708.6363636363636,4375.954545454545,1339.4536579793246,6246.762416165973
71,52,0.2192307692307692,-6.148927521000867E-16,0.5586928860613076,0.14661654135338367,0.003345070422535247,0.0,0.0,0.007563441045436437,0.0,0.0,0.19230769230769232,0.0,0.0,0.36957779063042223,0.0,0.0,931.4038461538462,4463.673076923077,1333.6243749532464,6221.289711319646
72,51,0.7315686274509806,0.2745098039215677,0.5612054716443435,0.14847534910230856,0.01034664448141979,0.0,0.0,0.007602184990735063,0.0,0.0,0.4068627450980392,0.0,0.0,0.3701196922200057,0.0,0.0,873.3333333333334,4478.686274509804,1327.1414025360646,6196.746000942043
73,48,0.6768750000000004,0.25000000000000006,0.5627663761596856,0.14984537531627795,0.008309462915600838,0.0,0.0,0.0076127020346073776,0.0,0.0,0.4010416666666667,0.0,0.0,0.37053696935619906,0.0,0.0,809.8125,5167.645833333333,1319.9562788897301,6182.452943058588
74,48,0.6818750000000003,0.16666666666665952,0.5643522884882113,0.15006934812760064,0.00920416197975262,0.0,0.0,0.007633936947010612,0.0,0.0,0.4583333333333333,0.0,0.0,0.37170596393897365,0.0,0.0,1021.6875,5679.291666666667,1315.8704052063092,6175.5603228340415
75,44,0.5754545454545457,0.22727272727273196,0.5644861605919435,0.15100027404768446,0.008647540983606318,0.0,0.0,0.007644952010510958,0.0,0.0,0.3465909090909091,0.0,0.0,0.371403124143601,0.0,0.0,1056.4318181818182,4755.136363636364,1312.364478354627,6156.365404466505
76,55,0.7545454545454551,0.3272727272727262,0.5673083153347737,0.15361771058315346,0.010333665338644696,0.0,0.0,0.007684439568476894,0.0,0.0,0.38636363636363635,0.0,0.0,0.37162526997840173,0.0,0.0,912.3454545454546,4865.036363636364,1307.0308913705048,6139.147683922103
77,56,0.8258928571428577,0.42857142857144337,0.5711595744680856,0.15771276595744715,0.009937688010313306,0.0,0.0,0.007722147110433525,0.0,0.0,0.39285714285714285,0.0,0.0,0.3719414893617021,0.0,0.0,904.5178571428571,5459.821428571428,1301.7346672359304,6130.209180562226
78,43,0.6290697674418609,0.13953488372092332,0.5718143570865112,0.15750723113331605,0.006167350661194644,0.0,0.0,0.007698007009097683,0.0,0.0,0.4069767441860465,0.0,0.0,0.37233762818827243,0.0,0.0,827.7441860465116,7388.930232558139,1295.5789467010031,6146.556207211524
79,42,0.7871428571428574,0.2857142857142866,0.574166449934981,0.15890767230169076,0.010846456692913025,0.0,0.0,0.007731615406705951,0.0,0.0,0.4642857142857143,0.0,0.0,0.3733420026007802,0.0,0.0,1148.0,4685.0,1293.686908922785,6127.818307119069
80,48,0.6018750000000004,0.16666666666666452,0.5745080914461859,0.15900333932699737,0.0063620347940983165,0.0,0.0,0.0077101755039144645,0.0,0.0,0.4375,0.0,0.0,0.37413305933727203,0.0,0.0,895.3958333333334,6109.020833333333,1288.6452497381083,6127.58036441292
81,55,0.508727272727273,0.10909090909090402,0.5735916919959477,0.15830800405268505,0.005526367766146926,0.0,0.0,0.007672713473514464,0.0,0.0,0.3409090909090909,0.0,0.0,0.37367021276595747,0.0,0.0,910.2545454545455,6170.963636363636,1283.9153659345639,6128.122655312303
82,49,0.2087755102040816,-0.20408163265305862,0.5691193395046289,0.15386539904928714,0.002379069767441904,0.0,0.0,0.007596696522197975,0.0,0.0,0.35714285714285715,0.0,0.0,0.37346760070052537,0.0,0.0,868.1428571428571,5639.530612244898,1278.7823719988637,6122.090654780607
83,55,0.23945454545454548,-0.10909090909089969,0.5646446199407704,0.15029615004935865,0.002493373722074965,0.0,0.0,0.007508236961972165,0.0,0.0,0.2772727272727273,0.0,0.0,0.3721618953603159,0.0,0.0,871.8909090909091,6409.145454545454,1273.8202809877912,6125.591323070423
84,62,0.7690322580645167,0.19354838709677488,0.5677248420029173,0.15094798249878494,0.009718711781491658,0.0,0.0,0.007543261311888396,0.0,0.0,0.4798387096774194,0.0,0.0,0.373784637822071,0.0,0.0,847.0322580645161,5346.887096774193,1268.6782566152217,6116.209344440347
85,40,0.49700000000000005,0.1999999999999993,0.5670438131921044,0.15142031776600898,0.005121071612570695,0.0,0.0,0.007513269029574637,0.0,0.0,0.375,0.0,0.0,0.37379634087626384,0.0,0.0,1860.375,6421.575,1275.7222654650404,6119.844649863677
86,42,0.18166666666666664,-0.04761904761904948,0.5631863679694952,0.14942802669208796,0.0019828482328482426,0.0,0.0,0.007446212503151008,0.0,0.0,0.22023809523809523,0.0,0.0,0.37225929456625356,0.0,0.0,917.5952380952381,5823.047619047619,1271.5090063195132,6116.35292008937
87,37,0.5443243243243244,0.21621621621621268,0.5630214977557292,0.1500118119536974,0.005827546296295821,0.0,0.0,0.007428775372799369,0.0,0.0,0.3716216216216216,0.0,0.0,0.3722537207654146,0.0,0.0,901.9459459459459,5741.648648648648,1267.2117614314486,6111.995893677269
88,54,0.33129629629629637,-0.07407407407407346,0.5601026358759043,0.14718917658035946,0.003612681744749449,0.0,0.0,0.007370766926156042,0.0,0.0,0.3333333333333333,0.0,0.0,0.37176347095871237,0.0,0.0,1052.6851851851852,6354.111111111111,1264.7459387159743,6114.778827210991
89,57,0.5891228070175442,0.28070175438596645,0.560483425414365,0.14894106813996344,0.007422634836428227,0.0,0.0,0.007371477359427425,0.0,0.0,0.37719298245614036,0.0,0.0,0.37183471454880296,0.0,0.0,741.3508771929825,4065.7719298245615,1258.7982675623039,6091.49465792251
90,48,0.576041666666667,0.0833333333333338,0.5606534608378875,0.14822404371584724,0.006210691823899365,0.0,0.0,0.007356039241928169,0.0,0.0,0.421875,0.0,0.0,0.3723816029143898,0.0,0.0,877.0208333333334,6876.854166666667,1254.5086334698435,6100.318922065702
91,58,0.6274137931034486,0.20689655172413224,0.5615235955056184,0.148988764044944,0.008560338743824532,0.0,0.0,0.0073711411672738565,0.0,0.0,0.39655172413793105,0.0,0.0,0.3726966292134831,0.0,0.0,1264.3275862068965,5538.517241379311,1254.6177329446996,6094.076681169187
92,44,0.7629545454545458,0.3636363636363654,0.5634957721406323,0.15109034267912794,0.013164705882353368,0.0,0.0,0.0074143963460159045,0.0,0.0,0.4318181818181818,0.0,0.0,0.37327547841566533,0.0,0.0,1098.4545454545455,4060.681818181818,1252.9016539612912,6071.73168267482
93,41,0.9951219512195125,0.4390243902439045,0.5673980154355021,0.15369349503858898,0.010477657935284863,0.0,0.0,0.007448927306991977,0.0,0.0,0.4817073170731707,0.0,0.0,0.3742557883131202,0.0,0.0,811.8536585365854,5015.292682926829,1248.1076540110228,6060.248650068864
94,42,0.4064285714285717,0.04761904761904804,0.565920908892288,0.15272012235088508,0.0073896103896102594,0.0,0.0,0.007448533281188447,0.0,0.0,0.32142857142857145,0.0,0.0,0.37377102905833515,0.0,0.0,758.2619047619048,3083.1666666666665,1242.8404954169462,6028.237015838732
95,50,0.5048000000000004,0.16000000000000253,0.5652604279230607,0.15279878971255698,0.006002378121284195,0.0,0.0,0.007431255220852729,0.0,0.0,0.36,0.0,0.0,0.37362221741949425,0.0,0.0,874.98,5083.94,1238.927085891234,6018.191302904277
96,53,0.4618867924528304,0.05660377358490373,0.5640897435897441,0.15170940170940192,0.006089552238805825,0.0,0.0,0.007416103423283726,0.0,0.0,0.3915094339622642,0.0,0.0,0.37382478632478633,0.0,0.0,871.188679245283,4010.264150943396,1235.0561552949607,5997.055227620478
