Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,24,0.6470833333333333,0.2500000000000017,0.6470833333333333,0.2500000000000017,0.0,0.03318051062939532,0.058968237863327264,0.0,0.03318051062939532,0.058968237863327264,0.0,0.3088235294117647,0.6071428571428571,0.0,0.3088235294117647,0.6071428571428571
3,8,0.011249999999999996,-0.12500000000000033,0.48812500000000003,0.1562500000000012,0.0,0.01148370726495732,-0.021813568376068376,0.0,0.025216507512095723,0.025805180565049053,0.0,0.125,0.5,0.0,0.2608695652173913,0.5833333333333334
4,12,-0.5475,-0.7500000000000018,0.2056818181818182,-0.09090909090909052,0.0,-0.01904761904761898,-0.026567242281527945,0.0,0.0102093852881178,0.008844716226833726,0.0,0.10714285714285714,0.0,0.0,0.225,0.375
5,13,0.9246153846153846,0.3846153846153854,0.36964912280701756,0.017543859649123292,0.0,0.05053927669552678,0.03212011203082631,0.0,0.01903001767369935,0.01453842864125127,0.0,0.5909090909090909,-0.25,0.0,0.3231707317073171,0.296875
6,7,0.6442857142857142,0.2857142857142857,0.3996875,0.04687500000000043,0.0,0.060903665413533675,-0.004747142857142854,0.0,0.02256994784970314,0.01332397199777557,0.0,0.4166666666666667,1.0,0.0,0.3351063829787234,0.3382352941176471
7,17,0.40823529411764703,0.17647058823529257,0.40148148148148144,0.0740740740740741,0.0,0.022804521998913585,0.008339917825537287,0.0,0.022623039933388465,0.012219661955691402,0.0,0.4107142857142857,0.6666666666666666,0.0,0.3524590163934426,0.3875
8,11,0.3045454545454545,-0.18181818181818163,0.38989130434782604,0.04347826086956526,0.0,0.012776835043409627,0.01139992150706437,0.0,0.021296038380829888,0.012095541521706277,0.0,0.3888888888888889,0.5,0.0,0.35714285714285715,0.3977272727272727
9,19,0.7152631578947368,0.15789473684210495,0.44558558558558553,0.06306306306306304,0.0,0.033576132580691774,0.01754105090311982,0.0,0.023712396629486925,0.013153985034179418,0.0,0.515625,0.3333333333333333,0.0,0.3866279069767442,0.39
10,8,1.345,0.5000000000000024,0.5060504201680671,0.09243697478991611,0.0,0.06237586487586494,0.0665773809523809,0.0,0.026240974485734116,0.016635208828347934,0.0,0.75,1.0,0.0,0.41397849462365593,0.41346153846153844
11,9,0.33444444444444443,-0.22222222222222152,0.4939843749999999,0.0703125000000002,0.0,0.015774615132058953,0.002464859835286666,0.0,0.025293840797399506,0.01531478994490359,0.0,0.5416666666666666,0.25,0.0,0.4217171717171717,0.39655172413793105
