Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg time to decide,Avg time for feedbacks,Avg time to decide in Window,Avg time for feedbacks in Window,Avg privacy score,Avg privacy score in Window
2,87,0.20896551724137938,-0.011494252873563192,0.20896551724137938,-0.011494252873563192,0.0022497215691127453,0.0,0.0,0.0022497215691127453,0.0,0.0,0.13505747126436782,0.0,0.0,0.13505747126436782,0.0,0.0,114994.16091954023,41101.35632183908,114994.16091954023,41101.35632183908,0.0,0.0
3,42,0.4321428571428573,0.14285714285714246,0.2816279069767443,0.03875968992248051,0.004900107991360745,0.0,0.0,0.003082732286805286,0.0,0.0,0.20833333333333334,0.0,0.0,0.15891472868217055,0.0,0.0,47808.0,31082.380952380954,81401.0804597701,36091.86863711002,0.0,0.0
4,46,-0.023478260869565257,-0.3043478260869488,0.2014285714285715,-0.05142857142856949,-3.4134007585334187E-4,0.0,0.0,0.002358017258679532,0.0,0.0,0.10869565217391304,0.0,0.0,0.1457142857142857,0.0,0.0,58250.217391304344,27356.543478260868,73684.12610361485,33180.0935841603,0.0,0.0
5,46,0.5210869565217394,0.30434782608695277,0.2679638009049775,0.022624434389141027,0.006838801711840168,0.0,0.0,0.0032090603663162518,0.0,0.0,0.20108695652173914,0.0,0.0,0.15723981900452488,0.0,0.0,41625.13043478261,30213.717391304348,65669.3771864068,32438.499535946314,0.0,0.0
6,56,0.2278571428571428,0.10714285714285762,0.2598555956678701,0.03971119133574077,0.0035356054308673113,0.0,0.0,0.0032624756379458935,0.0,0.0,0.08035714285714286,0.0,0.0,0.14169675090252706,0.0,0.0,49203.5,20864.035714285714,62376.20174912544,30123.60677161419,0.0,0.0
7,48,0.5310416666666669,0.3333333333333178,0.2999076923076924,0.08307692307692138,0.006482706002034501,0.0,0.0,0.0037495672244662395,0.0,0.0,0.16145833333333334,0.0,0.0,0.14461538461538462,0.0,0.0,34823.375,21534.916666666668,57784.06395760453,28692.158420789605,0.0,0.0
8,62,-0.028387096774193574,-0.2903225806451647,0.24731266149870806,0.023255813953486408,-2.8687856560716957E-4,0.0,0.0,0.002978835978835976,0.0,0.0,0.11290322580645161,0.0,0.0,0.13953488372093023,0.0,0.0,36976.1129032258,27556.467741935485,54811.49952126471,28529.916895239014,0.0,0.0
9,45,0.4346666666666668,0.17777777777776174,0.26682870370370376,0.039351851851848425,0.004076698624426843,0.0,0.0,0.003121479636048524,0.0,0.0,0.2,0.0,0.0,0.14583333333333334,0.0,0.0,28201.666666666668,33836.0,51485.27041443996,29193.17728333414,0.0,0.0
10,49,0.5102040816326532,0.020408163265305496,0.2916216216216217,0.037422037422034274,0.00787649653434158,0.0,0.0,0.003497830532143037,0.0,0.0,0.3520408163265306,0.0,0.0,0.16683991683991684,0.0,0.0,41754.87755102041,5733.632653061224,50404.11565183779,26586.561213303812,0.0,0.0
11,36,0.024444444444444418,-0.22222222222222143,0.27301740812379116,0.01934235976788881,3.354937094929514E-4,0.0,0.0,0.0033036863662960817,0.0,0.0,0.1111111111111111,0.0,0.0,0.16295938104448743,0.0,0.0,32418.972222222223,7060.083333333333,48605.601308876234,24633.913425306768,0.0,0.0
