Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,103,0.6720388349514569,0.2718446601941939,0.6720388349514569,0.2718446601941939,0.007195426195425928,0.0,0.0,0.007195426195425928,0.0,0.0,0.41504854368932037,0.0,0.0,0.41504854368932037,0.0,0.0
3,41,0.8717073170731713,0.3414634146341468,0.7288888888888895,0.2916666666666805,0.012571227576503974,0.0,0.0,0.00842172831581467,0.0,0.0,0.4634146341463415,0.0,0.0,0.4288194444444444,0.0,0.0
4,43,0.45883720930232585,0.13953488372092615,0.6667914438502678,0.2566844919786193,0.006291454081632949,0.0,0.0,0.007993461119302464,0.0,0.0,0.36046511627906974,0.0,0.0,0.41310160427807485,0.0,0.0
5,39,0.2961538461538461,0.025641025641023062,0.60283185840708,0.21681415929204298,0.0041264737406216416,0.0,0.0,0.007405152733992778,0.0,0.0,0.3333333333333333,0.0,0.0,0.3993362831858407,0.0,0.0
6,43,0.528604651162791,0.0930232558139545,0.5909665427509296,0.19702602230483923,0.009327041444398998,0.0,0.0,0.007629949604031653,0.0,0.0,0.3488372093023256,0.0,0.0,0.3912639405204461,0.0,0.0
7,53,0.5090566037735851,0.16981132075472413,0.5774844720496898,0.19254658385093829,0.006312587739822354,0.0,0.0,0.007405711099605728,0.0,0.0,0.3632075471698113,0.0,0.0,0.38664596273291924,0.0,0.0
8,42,0.2809523809523811,-0.09523809523809873,0.5432692307692311,0.1593406593406648,0.0031926406926408393,0.0,0.0,0.006865127582017037,0.0,0.0,0.30357142857142855,0.0,0.0,0.37706043956043955,0.0,0.0
9,59,0.41237288135593253,-0.033898305084749225,0.5250118203309696,0.13238770685579615,0.004995893223819281,0.0,0.0,0.006594803266518208,0.0,0.0,0.3432203389830508,0.0,0.0,0.3723404255319149,0.0,0.0
10,43,0.3655813953488373,2.0055017078548612E-15,0.5103004291845497,0.12017167381974649,0.004526346098474005,0.0,0.0,0.006401421341660409,0.0,0.0,0.313953488372093,0.0,0.0,0.3669527896995708,0.0,0.0
11,49,0.7069387755102043,0.26530612244898505,0.5290097087378645,0.13398058252427597,0.007684117125110736,0.0,0.0,0.006540234299980798,0.0,0.0,0.413265306122449,0.0,0.0,0.3713592233009709,0.0,0.0
12,44,0.3820454545454545,-0.045454545454540335,0.5174418604651165,0.11985688729875199,0.004740552735476877,0.0,0.0,0.006399053139241651,0.0,0.0,0.3693181818181818,0.0,0.0,0.37119856887298747,0.0,0.0
13,52,0.623269230769231,0.11538461538461717,0.5264484451718497,0.11947626841244263,0.006752083333333344,0.0,0.0,0.006432942682292732,0.0,0.0,0.40384615384615385,0.0,0.0,0.3739770867430442,0.0,0.0
14,46,0.42565217391304366,0.08695652173912385,0.519391171993912,0.11719939117199718,0.005575170842824559,0.0,0.0,0.006376649101169808,0.0,0.0,0.29347826086956524,0.0,0.0,0.3683409436834094,0.0,0.0
15,41,0.2639024390243902,-0.14634146341463297,0.504383954154728,0.10171919770773953,0.0048804691023908355,0.0,0.0,0.006317130501875107,0.0,0.0,0.27439024390243905,0.0,0.0,0.3628223495702006,0.0,0.0
16,43,0.6427906976744188,0.3023255813953506,0.5124156545209179,0.11336032388664273,0.00805596036141087,0.0,0.0,0.00641797099489541,0.0,0.0,0.436046511627907,0.0,0.0,0.36707152496626183,0.0,0.0
17,50,0.5912000000000003,0.20000000000000495,0.5173957016434895,0.11883691529709545,0.007095535285645511,0.0,0.0,0.006462544214249644,0.0,0.0,0.34,0.0,0.0,0.36536030341340076,0.0,0.0
18,39,0.4930769230769232,0.05128205128205613,0.516253012048193,0.11566265060241288,0.0059554041498918716,0.0,0.0,0.006437940411977739,0.0,0.0,0.3717948717948718,0.0,0.0,0.36566265060240966,0.0,0.0
19,42,0.4335714285714288,-0.04761904761904782,0.512270642201835,0.10779816513761774,0.004395365677045721,0.0,0.0,0.006318246110325358,0.0,0.0,0.40476190476190477,0.0,0.0,0.36754587155963303,0.0,0.0
