Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg privacy score,Avg privacy score in Window
2,100,0.20200000000000018,0.1500000000000002,0.20200000000000018,0.1500000000000002,0.0,0.0023512978698638273,0.0,0.0,0.0023512978698638273,0.0,0.0,0.0825,0.0,0.0,0.0825,0.0,0.285,0.285
3,43,0.5169767441860468,0.23255813953488075,0.2967132867132869,0.17482517482517407,0.0,0.007618231665524384,0.0,0.0,0.003686679989573403,0.0,0.0,0.29069767441860467,0.0,0.0,0.1451048951048951,0.0,0.3488372093023256,0.3169186046511628
4,45,0.36622222222222234,0.31111111111110545,0.3133510638297874,0.20744680851063638,0.0,0.004591808303148738,0.0,0.0,0.003901841303483979,0.0,0.0,0.16111111111111112,0.0,0.0,0.14893617021276595,0.0,0.2777777777777778,0.30387166236003443
5,57,0.5121052631578952,0.07017543859649113,0.3595918367346941,0.17551020408163115,0.0,0.008023639362287085,0.0,0.0,0.004702177625960799,0.0,0.0,0.34649122807017546,0.0,0.0,0.19489795918367347,0.0,0.2982456140350877,0.3024651502787978
6,48,0.20854166666666663,-0.08333333333332842,0.3348464163822527,0.1331058020477811,0.0,0.0038352490421456236,0.0,0.0,0.004596177269746164,0.0,0.0,0.18229166666666666,0.0,0.0,0.19283276450511946,0.0,0.22916666666666666,0.28780545355637155
7,60,0.6653333333333339,0.333333333333339,0.39101983002832885,0.16713881019830085,0.0,0.009421760679725649,0.0,0.0,0.0053953797443614575,0.0,0.0,0.23333333333333334,0.0,0.0,0.19971671388101983,0.0,0.3333333333333333,0.2953934335191985
8,50,0.20159999999999997,0.1200000000000018,0.3675186104218364,0.16129032258064588,0.0,0.0033927970380343486,0.0,0.0,0.0051870140785879116,0.0,0.0,0.03,0.0,0.0,0.17866004962779156,0.0,0.32,0.29890865730217014
9,45,0.6328888888888895,0.31111111111110135,0.39417410714285733,0.17633928571428537,0.0,0.007219264892268556,0.0,0.0,0.005433705652481574,0.0,0.0,0.29444444444444445,0.0,0.0,0.19029017857142858,0.0,0.37777777777777777,0.3087672973616211
10,48,0.35916666666666686,0.08333333333333721,0.39078629032258083,0.1673387096774194,0.0,0.003958668197474374,0.0,0.0,0.00525940196450859,0.0,0.0,0.2604166666666667,0.0,0.0,0.1970766129032258,0.0,0.3854166666666667,0.3172838939510706
11,42,0.25166666666666665,0.047619047619049955,0.379925650557621,0.1579925650557623,0.0,0.0035697399527186368,0.0,0.0,0.005133743563983409,0.0,0.0,0.21428571428571427,0.0,0.0,0.19842007434944237,0.0,0.38095238095238093,0.32365074265120164
12,51,0.4949019607843139,0.07843137254902208,0.3898811544991513,0.1511035653650259,0.0,0.00586567511038799,0.0,0.0,0.005205131692279772,0.0,0.0,0.3137254901960784,0.0,0.0,0.20840407470288624,0.0,0.3627450980392157,0.3272047749592029
13,51,0.29901960784313725,0.03921568627450981,0.3826406250000002,0.1421875000000004,0.0,0.0037691547207118377,0.0,0.0,0.005084502948260091,0.0,0.0,0.17647058823529413,0.0,0.0,0.205859375,0.0,0.3431372549019608,0.32853248162109944
14,57,0.5873684210526317,0.24561403508771737,0.39938307030129144,0.15064562410330007,0.0,0.006299153339604578,0.0,0.0,0.005205220740851501,0.0,0.0,0.32894736842105265,0.0,0.0,0.21592539454806312,0.0,0.37719298245614036,0.33227559706994875
15,47,0.14489361702127657,-0.29787234042553845,0.3833064516129034,0.12231182795698901,0.0,0.0016541170755403547,0.0,0.0,0.004951385512882788,0.0,0.0,0.22872340425531915,0.0,0.0,0.21673387096774194,0.0,0.46808510638297873,0.3419762763065937
16,43,0.355813953488372,0.18604651162790634,0.38180432020330385,0.12579415501905947,0.0,0.004760423148724353,0.0,0.0,0.004941292550567294,0.0,0.0,0.21511627906976744,0.0,0.0,0.21664548919949175,0.0,0.3488372093023256,0.34243367183964246
17,48,0.23229166666666665,-0.12499999999999871,0.3732095808383235,0.11137724550898187,0.0,0.0027833250124812492,0.0,0.0,0.004807917798074503,0.0,0.0,0.234375,0.0,0.0,0.21766467065868264,0.0,0.3854166666666667,0.3451201090163315
18,38,0.13552631578947363,-0.10526315789473929,0.3628636884306988,0.10194730813287486,0.0,0.002010148321623773,0.0,0.0,0.004701534625545387,0.0,0.0,0.21710526315789475,0.0,0.0,0.21764032073310424,0.0,0.3684210526315789,0.34649075275840485
19,43,0.3734883720930232,1.8628509587605825E-15,0.36336244541484725,0.09716157205240157,0.0,0.004641618497109763,0.0,0.0,0.004698608091702149,0.0,0.0,0.26744186046511625,0.0,0.0,0.21997816593886463,0.0,0.313953488372093,0.3446831269591653
20,49,0.4622448979591839,0.24489795918367308,0.3683834196891193,0.10466321243523298,0.0,0.005313159746657374,0.0,0.0,0.004733492230462939,0.0,0.0,0.2193877551020408,0.0,0.0,0.2199481865284974,0.0,0.3877551020408163,0.3469500730160943
21,49,0.06959183673469384,-0.020408163265307387,0.35394477317554257,0.09861932938855994,0.0,0.0010632990333644618,0.0,0.0,0.00458318434898091,0.0,0.0,0.11224489795918367,0.0,0.0,0.21474358974358973,0.0,0.336734693877551,0.3464393040591671
22,47,0.33446808510638293,0.4680851063829844,0.353081998114986,0.11498586239396799,0.0,0.0034420845193781488,0.0,0.0,0.004520301659125154,0.0,0.0,0.02127659574468085,0.0,0.0,0.20617342130065974,0.0,0.32978723404255317,0.34564634834409025
23,55,0.03309090909090907,-0.2363636363636344,0.33731182795698933,0.09767025089605749,0.0,3.8115183246066793E-4,0.0,0.0,0.004294808899030197,0.0,0.0,0.19545454545454546,0.0,0.0,0.2056451612903226,0.0,0.32727272727272727,0.3448111837499374
