Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg privacy score,Avg privacy score in Window
2,108,0.11629629629629627,-0.12037037037037013,0.11629629629629627,-0.12037037037037013,0.0,0.0,0.0017196056955093243,0.0,0.0,0.0017196056955093243,0.0,0.0,0.16898148148148148,0.0,0.0,0.16898148148148148,0.0,0.0
3,52,0.4040384615384617,0.11538461538461357,0.20981250000000004,-0.04375000000000042,0.0,0.0,0.004858926919518951,0.0,0.0,0.002886996904024772,0.0,0.0,0.24519230769230768,0.0,0.0,0.19375,0.0,0.0
4,47,0.2674468085106383,0.04255319148936135,0.2228985507246377,-0.024154589371981085,0.0,0.0,0.0032123690263225063,0.0,0.0,0.002968920918859791,0.0,0.0,0.13829787234042554,0.0,0.0,0.18115942028985507,0.0,0.0
5,52,0.21596153846153843,-0.07692307692307769,0.22150579150579153,-0.03474903474903523,0.0,0.0,0.0023812553011026403,0.0,0.0,0.0028321074196574056,0.0,0.0,0.16346153846153846,0.0,0.0,0.1776061776061776,0.0,0.0
6,41,0.09048780487804876,-0.121951219512196,0.20360000000000003,-0.046666666666667196,0.0,0.0,0.0011259484066767963,0.0,0.0,0.0025934103260869612,0.0,0.0,0.12195121951219512,0.0,0.0,0.17,0.0,0.0
7,52,0.1196153846153846,-0.1730769230769242,0.19119318181818185,-0.06534090909090971,0.0,0.0,0.001296103354865602,0.0,0.0,0.002373813974815708,0.0,0.0,0.15384615384615385,0.0,0.0,0.16761363636363635,0.0,0.0
8,53,0.4588679245283021,6.158595646033887E-16,0.22622222222222227,-0.05679012345679059,0.0,0.0,0.005373398144056569,0.0,0.0,0.002786750615932116,0.0,0.0,0.2971698113207547,0.0,0.0,0.1845679012345679,0.0,0.0
9,45,-0.1635555555555556,-0.4000000000000021,0.1872444444444445,-0.09111111111111174,0.0,0.0,-0.0020404768505683534,0.0,0.0,0.0023095055366736134,0.0,0.0,0.09444444444444444,0.0,0.0,0.17555555555555555,0.0,0.0
10,45,0.1533333333333333,-0.04444444444444553,0.18416161616161622,-0.08686868686868754,0.0,0.0,0.001802507836990591,0.0,0.0,0.002261361381226436,0.0,0.0,0.1111111111111111,0.0,0.0,0.1696969696969697,0.0,0.0
11,47,0.5440425531914895,0.12765957446808499,0.21536900369003695,-0.0682656826568272,0.0,0.0,0.007437463641652138,0.0,0.0,0.002668114285714289,0.0,0.0,0.2978723404255319,0.0,0.0,0.18081180811808117,0.0,0.0
