Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg privacy score,Avg privacy score in Window
2,113,-0.005044247787610652,-0.24778761061947352,-0.005044247787610652,-0.24778761061947352,-7.52574597306463E-5,0.0,0.0,-7.52574597306463E-5,0.0,0.0,0.1084070796460177,0.0,0.0,0.1084070796460177,0.0,0.0,0.0,0.0
3,45,0.30511111111111106,0.3555555555555533,0.08329113924050628,-0.07594936708861146,0.004146783449109014,0.0,0.0,0.0012090032154340863,0.0,0.0,0.0,0.0,0.0,0.07753164556962025,0.0,0.0,0.0,0.0
4,51,0.166078431372549,0.07843137254901927,0.10349282296650714,-0.03827751196172548,0.001866460996033487,0.0,0.0,0.0014024508850418204,0.0,0.0,0.15196078431372548,0.0,0.0,0.09569377990430622,0.0,0.0,0.0,0.0
5,46,0.05913043478260867,-0.2608695652173866,0.09549019607843133,-0.07843137254902122,5.850720585071982E-4,0.0,0.0,0.0012131327222000777,0.0,0.0,0.22826086956521738,0.0,0.0,0.11960784313725491,0.0,0.0,0.0,0.0
6,45,0.4680000000000002,0.1333333333333285,0.15136666666666665,-0.04666666666666875,0.0059982910851608725,0.0,0.0,0.0019255395835983456,0.0,0.0,0.26666666666666666,0.0,0.0,0.14166666666666666,0.0,0.0,0.0,0.0
7,50,0.4512000000000003,-0.06000000000000125,0.19420000000000004,-0.04857142857143054,0.006032085561497307,0.0,0.0,0.0024876477692786195,0.0,0.0,0.38,0.0,0.0,0.1757142857142857,0.0,0.0,0.0,0.0
8,56,0.36571428571428594,-0.08928571428571534,0.2178571428571429,-0.05418719211822845,0.00415079043372514,0.0,0.0,0.0027420404873360685,0.0,0.0,0.29017857142857145,0.0,0.0,0.1915024630541872,0.0,0.0,0.0,0.0
9,40,0.2365,-0.1499999999999974,0.2195291479820628,-0.06278026905829741,0.002746806039488991,0.0,0.0,0.0027425002100781395,0.0,0.0,0.25625,0.0,0.0,0.19730941704035873,0.0,0.0,0.0,0.0
10,41,0.24121951219512192,-0.04878048780487571,0.2213552361396304,-0.06160164271047341,0.0030440135426285007,0.0,0.0,0.002767650834403072,0.0,0.0,0.15853658536585366,0.0,0.0,0.19404517453798767,0.0,0.0,0.0,0.0
11,55,0.22999999999999998,-0.10909090909090956,0.2222324723247233,-0.06642066420664312,0.003192026242745389,0.0,0.0,0.002806841749586364,0.0,0.0,0.30454545454545456,0.0,0.0,0.20525830258302583,0.0,0.0,0.0,0.0
12,49,0.5010204081632654,0.12244897959183738,0.245346869712352,-0.05076142131979788,0.0046788641128263754,0.0,0.0,0.0030107973421926834,0.0,0.0,0.29591836734693877,0.0,0.0,0.21277495769881558,0.0,0.0,0.0,0.0
13,54,0.05499999999999998,-0.11111111111111331,0.22941085271317835,-0.05581395348837312,7.106963388370287E-4,0.0,0.0,0.002827146105198792,0.0,0.0,0.13425925925925927,0.0,0.0,0.2062015503875969,0.0,0.0,0.0,0.0
14,46,0.4976086956521741,0.10869565217390972,0.24726483357452972,-0.04486251808972622,0.005392226148409862,0.0,0.0,0.003019581507139818,0.0,0.0,0.33695652173913043,0.0,0.0,0.21490593342981187,0.0,0.0,0.0,0.0
15,45,0.11977777777777775,0.13333333333333186,0.23947010869565222,-0.033967391304349025,0.0018427350427350137,0.0,0.0,0.002961736880135767,0.0,0.0,0.011111111111111112,0.0,0.0,0.20244565217391305,0.0,0.0,0.0,0.0
16,42,0.4380952380952382,0.23809523809523514,0.2501928020565553,-0.019280205655528286,0.006347016212487022,0.0,0.0,0.0031189911549801184,0.0,0.0,0.20238095238095238,0.0,0.0,0.20244215938303342,0.0,0.0,0.0,0.0
17,56,0.38232142857142876,0.1785714285714278,0.25906474820143893,-0.0059952038369317125,0.005368605817452374,0.0,0.0,0.0032541116934755,0.0,0.0,0.20535714285714285,0.0,0.0,0.2026378896882494,0.0,0.0,0.0,0.0
18,52,0.6600000000000003,0.34615384615384404,0.2825959367945825,0.014672686230247,0.007893284268629135,0.0,0.0,0.0035392400768969635,0.0,0.0,0.28365384615384615,0.0,0.0,0.20739277652370203,0.0,0.0,0.0,0.0
19,35,0.2894285714285714,0.05714285714285618,0.2828555917481,0.01628664495113877,0.003372170439414118,0.0,0.0,0.0035324347778922655,0.0,0.0,0.17857142857142858,0.0,0.0,0.20629750271444083,0.0,0.0,0.0,0.0
20,44,0.046590909090909065,0.09090909090909322,0.2720829015544043,0.019689119170983326,5.560075942500957E-4,0.0,0.0,0.0033907147930522233,0.0,0.0,-0.056818181818181816,0.0,0.0,0.19430051813471502,0.0,0.0,0.0,0.0
21,47,0.29765957446808505,0.06382978723404224,0.2732707509881424,0.021739130434781515,0.0044582536647546295,0.0,0.0,0.0034322912141784337,0.0,0.0,0.14361702127659576,0.0,0.0,0.19194664031620554,0.0,0.0,0.0,0.0
22,44,0.31249999999999994,0.13636363636363577,0.27490530303030314,0.026515151515150444,0.005826271186440672,0.0,0.0,0.0035004159984565724,0.0,0.0,0.17045454545454544,0.0,0.0,0.19105113636363635,0.0,0.0,0.0,0.0
23,49,0.538775510204082,0.20408163265306245,0.2866063348416291,0.03438914027149225,0.006760563380281703,0.0,0.0,0.003647020889472339,0.0,0.0,0.21428571428571427,0.0,0.0,0.19208144796380092,0.0,0.0,0.0,0.0
24,55,0.45872727272727304,0.1454545454545422,0.2947672413793105,0.03965517241379203,0.006069280731296572,0.0,0.0,0.00375767899335127,0.0,0.0,0.33636363636363636,0.0,0.0,0.19892241379310344,0.0,0.0,0.0,0.0
25,56,0.5283928571428577,0.2499999999999994,0.30552631578947387,0.04934210526315684,0.007772524297347004,0.0,0.0,0.003918904664458544,0.0,0.0,0.25892857142857145,0.0,0.0,0.20168585526315788,0.0,0.0,0.0,0.0
26,54,0.541666666666667,0.3333333333333333,0.3155669291338584,0.06141732283464466,0.007049891540130155,0.0,0.0,0.004050186455922616,0.0,0.0,0.25,0.0,0.0,0.20374015748031496,0.0,0.0,0.0,0.0
27,48,0.19916666666666663,-7.01406525453289E-16,0.31132776934749634,0.059180576631258495,0.0030407124681933713,0.0,0.0,0.004019099857975403,0.0,0.0,0.07291666666666667,0.0,0.0,0.19897572078907436,0.0,0.0,0.0,0.0
28,52,0.42615384615384666,0.3653846153846124,0.31568613138686147,0.07080291970802813,0.0056429844665138555,0.0,0.0,0.004079247703306849,0.0,0.0,0.12980769230769232,0.0,0.0,0.19635036496350364,0.0,0.0,0.0,0.0
29,46,0.012391304347826055,-0.26086956521738985,0.3058333333333335,0.06002824858756964,2.108768035515894E-4,0.0,0.0,0.00398307656932627,0.0,0.0,0.09782608695652174,0.0,0.0,0.1931497175141243,0.0,0.0,0.0,0.0
30,44,0.19636363636363632,-0.02272727272726975,0.3025342465753426,0.0575342465753416,0.0024992768296210606,0.0,0.0,0.0039373518033195935,0.0,0.0,0.09659090909090909,0.0,0.0,0.19023972602739725,0.0,0.0,0.0,0.0
31,49,0.2240816326530612,0.12244897959183304,0.29998674618952964,0.05964214711729526,0.0026502534395365777,0.0,0.0,0.0038915108532129694,0.0,0.0,0.09693877551020408,0.0,0.0,0.1872100728959576,0.0,0.0,0.0,0.0
32,54,0.3055555555555557,8.737866397512806E-16,0.30017914267434437,0.05758157389635227,0.0038000921234456453,0.0,0.0,0.003888221303256065,0.0,0.0,0.18981481481481483,0.0,0.0,0.18730006397952656,0.0,0.0,0.0,0.0
33,35,0.6348571428571432,0.2857142857142906,0.30750938673341693,0.06257822277847232,0.009897550111358656,0.0,0.0,0.00399798229627701,0.0,0.0,0.3142857142857143,0.0,0.0,0.19008135168961202,0.0,0.0,0.0,0.0
34,42,0.5350000000000005,0.1428571428571433,0.3133353658536587,0.06463414634146267,0.0064811075858090565,0.0,0.0,0.004066102754413311,0.0,0.0,0.3392857142857143,0.0,0.0,0.19390243902439025,0.0,0.0,0.0,0.0
35,44,0.36159090909090913,0.13636363636363463,0.3145961995249407,0.06650831353919164,0.005903525046382248,0.0,0.0,0.004104467204859228,0.0,0.0,0.1590909090909091,0.0,0.0,0.19299287410926366,0.0,0.0,0.0,0.0
36,48,0.7877083333333337,0.4375000000000026,0.3277078521939955,0.07678983833718178,0.011368009621166932,0.0,0.0,0.004286933534743211,0.0,0.0,0.3802083333333333,0.0,0.0,0.19818129330254042,0.0,0.0,0.0,0.0
37,55,0.7196363636363639,0.400000000000006,0.33977056519306115,0.08673754896474492,0.010000000000000158,0.0,0.0,0.004452764047580647,0.0,0.0,0.3090909090909091,0.0,0.0,0.20159485170677113,0.0,0.0,0.0,0.0
38,56,0.766071428571429,0.35714285714286076,0.3527238198589258,0.09495387954422103,0.010245999522331097,0.0,0.0,0.004625351310968032,0.0,0.0,0.33035714285714285,0.0,0.0,0.20550732501356483,0.0,0.0,0.0,0.0
