Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window,Avg privacy score,Avg privacy score in Window
2,80,0.20237499999999997,-4.48243872575027E-15,0.20237499999999997,-4.48243872575027E-15,0.0027991009681880533,0.0,0.0,0.0027991009681880533,0.0,0.0,0.140625,0.0,0.0,0.140625,0.0,0.0,0.0,0.0
3,57,0.43263157894736876,0.12280701754385676,0.29817518248175195,0.05109489051094508,0.005487316421895781,0.0,0.0,0.003974508659272168,0.0,0.0,0.2412280701754386,0.0,0.0,0.18248175182481752,0.0,0.0,0.0,0.0
4,54,0.52962962962963,0.1111111111111101,0.36361256544502635,0.06806282722512785,0.007303370786516752,0.0,0.0,0.004892912498238617,0.0,0.0,0.32407407407407407,0.0,0.0,0.22251308900523561,0.0,0.0,0.0,0.0
5,57,0.5378947368421054,0.22807017543859412,0.40366935483870986,0.10483870967741647,0.006541497759760903,0.0,0.0,0.005302155606164837,0.0,0.0,0.2412280701754386,0.0,0.0,0.22681451612903225,0.0,0.0,0.0,0.0
6,42,0.4438095238095238,2.91830052187184E-15,0.4094827586206898,0.08965517241379108,0.006707448722562011,0.0,0.0,0.005482456140350791,0.0,0.0,0.24404761904761904,0.0,0.0,0.2293103448275862,0.0,0.0,0.0,0.0
7,52,0.5734615384615389,0.11538461538461665,0.4344152046783627,0.09356725146198677,0.006713192255740464,0.0,0.0,0.005691901003754397,0.0,0.0,0.30288461538461536,0.0,0.0,0.24049707602339182,0.0,0.0,0.0,0.0
8,46,0.37521739130434784,0.043478260869565306,0.4273969072164949,0.0876288659793801,0.005947622329428034,0.0,0.0,0.005717487243138789,0.0,0.0,0.25,0.0,0.0,0.2416237113402062,0.0,0.0,0.0,0.0
9,48,0.35895833333333355,-0.12500000000000222,0.41986238532110104,0.06422018348623709,0.004974018475750619,0.0,0.0,0.005638166810397855,0.0,0.0,0.34375,0.0,0.0,0.25286697247706424,0.0,0.0,0.0,0.0
10,57,0.2936842105263159,-0.03508771929824183,0.40527383367139974,0.05273833671399512,0.003391410048622217,0.0,0.0,0.005341674687199145,0.0,0.0,0.19298245614035087,0.0,0.0,0.24594320486815416,0.0,0.0,0.0,0.0
11,44,0.35909090909090907,0.09090909090908794,0.40148975791433905,0.055865921787708495,0.004406023424428255,0.0,0.0,0.005259819468162882,0.0,0.0,0.2215909090909091,0.0,0.0,0.24394785847299813,0.0,0.0,0.0,0.0
12,51,0.4621568627450983,0.039215686274510615,0.4067517006802723,0.054421768707482145,0.006015824400204347,0.0,0.0,0.005325777144384011,0.0,0.0,0.29411764705882354,0.0,0.0,0.24829931972789115,0.0,0.0,0.0,0.0
13,52,0.5800000000000006,0.307692307692291,0.4208281250000002,0.07499999999999787,0.007723431498079206,0.0,0.0,0.005517587527912574,0.0,0.0,0.2548076923076923,0.0,0.0,0.248828125,0.0,0.0,0.0,0.0
14,43,0.8158139534883724,0.4186046511627891,0.44569546120058595,0.09663250366032,0.012550983899820654,0.0,0.0,0.005898504107890157,0.0,0.0,0.36046511627906974,0.0,0.0,0.25585651537335286,0.0,0.0,0.0,0.0
15,46,0.5378260869565219,0.04347826086956404,0.4515089163237314,0.09327846364883197,0.010434415858287898,0.0,0.0,0.006097741714370325,0.0,0.0,0.30434782608695654,0.0,0.0,0.25891632373113854,0.0,0.0,0.0,0.0
16,58,0.5100000000000005,0.1034482758620683,0.45581956797966994,0.09402795425666895,0.006611533303531603,0.0,0.0,0.006137067387473631,0.0,0.0,0.25,0.0,0.0,0.25825921219822107,0.0,0.0,0.0,0.0
17,43,0.45534883720930247,0.23255813953488216,0.4557951807228918,0.1012048192771065,0.009196806012212204,0.0,0.0,0.006244594103859164,0.0,0.0,0.18604651162790697,0.0,0.0,0.2545180722891566,0.0,0.0,0.0,0.0
18,49,0.6118367346938779,0.2448979591836678,0.4644937428896476,0.10921501706484428,0.008093952483801225,0.0,0.0,0.006351149550446375,0.0,0.0,0.2602040816326531,0.0,0.0,0.25483503981797495,0.0,0.0,0.0,0.0
19,55,0.5572727272727275,0.18181818181817666,0.4699571734475378,0.11349036402569362,0.006621300496867777,0.0,0.0,0.006369295508960264,0.0,0.0,0.32272727272727275,0.0,0.0,0.25883297644539616,0.0,0.0,0.0,0.0
20,45,0.24777777777777774,2.871622692721429E-15,0.4597446373850871,0.10827374872318485,0.004791577137945895,0.0,0.0,0.0063177619943291415,0.0,0.0,0.2388888888888889,0.0,0.0,0.2579162410623085,0.0,0.0,0.0,0.0
21,63,0.5050793650793652,0.12698412698412512,0.46248560460652616,0.10940499040306896,0.007022732288677799,0.0,0.0,0.006359917120874134,0.0,0.0,0.26587301587301587,0.0,0.0,0.2583973128598848,0.0,0.0,0.0,0.0
22,68,0.48691176470588277,0.2647058823529387,0.46398198198198226,0.11891891891891682,0.007328463922089478,0.0,0.0,0.0064144175561394925,0.0,0.0,0.20588235294117646,0.0,0.0,0.2551801801801802,0.0,0.0,0.0,0.0
23,41,0.8475609756097566,0.317073170731705,0.4776455256298873,0.12597741094700052,0.014265188834154355,0.0,0.0,0.006645593337120843,0.0,0.0,0.3902439024390244,0.0,0.0,0.2599913119026933,0.0,0.0,0.0,0.0
24,47,0.5827659574468087,0.2978723404255275,0.4817696160267114,0.1327212020033367,0.006496679316888116,0.0,0.0,0.006638372266887459,0.0,0.0,0.2765957446808511,0.0,0.0,0.26064273789649417,0.0,0.0,0.0,0.0
25,44,0.6018181818181823,0.1590909090909076,0.4860225442834141,0.1336553945249576,0.009713866471019942,0.0,0.0,0.006731869430906965,0.0,0.0,0.3465909090909091,0.0,0.0,0.2636876006441224,0.0,0.0,0.0,0.0
26,47,0.5310638297872343,0.21276595744680363,0.4876648564778901,0.13653995345228634,0.005923113431419107,0.0,0.0,0.0066955678876899636,0.0,0.0,0.2393617021276596,0.0,0.0,0.26280062063615206,0.0,0.0,0.0,0.0
27,41,0.6921951219512199,0.2682926829268273,0.49396992481203034,0.14060150375939626,0.007354236848924303,0.0,0.0,0.0067215731210738035,0.0,0.0,0.3780487804878049,0.0,0.0,0.2663533834586466,0.0,0.0,0.0,0.0
28,50,0.5044000000000003,0.24000000000000468,0.4943478260869568,0.14420289855072263,0.005393498716851948,0.0,0.0,0.006660938506903039,0.0,0.0,0.28,0.0,0.0,0.2668478260869565,0.0,0.0,0.0,0.0
29,47,0.6842553191489367,0.40425531914894874,0.5006026629292224,0.15276804484933276,0.009660558726344644,0.0,0.0,0.006755368946636753,0.0,0.0,0.3351063829787234,0.0,0.0,0.2690960056061668,0.0,0.0,0.0,0.0
30,47,0.4431914893617022,0.19148936170212152,0.498772048846676,0.1540027137042046,0.006771781534460309,0.0,0.0,0.006755832866213913,0.0,0.0,0.2074468085106383,0.0,0.0,0.2671302578018996,0.0,0.0,0.0,0.0
31,43,0.2767441860465116,0.04651162790697761,0.492478576137113,0.15095583388266157,0.004436987322893359,0.0,0.0,0.006700058293350044,0.0,0.0,0.20930232558139536,0.0,0.0,0.26549110085695454,0.0,0.0,0.0,0.0
32,47,0.641276595744681,0.29787234042553395,0.4969501278772381,0.15537084398976833,0.007229551451187407,0.0,0.0,0.006719141725884788,0.0,0.0,0.31382978723404253,0.0,0.0,0.26694373401534527,0.0,0.0,0.0,0.0
33,54,0.5464814814814821,0.18518518518518323,0.4986032138442524,0.15636588380716784,0.008996951219512415,0.0,0.0,0.00678194932494912,0.0,0.0,0.2916666666666667,0.0,0.0,0.2677688504326329,0.0,0.0,0.0,0.0
