Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window
2,18,0.38111111111111107,-0.1666666666666662,0.38111111111111107,-0.1666666666666662,0.017864583333333343,0.0,0.0,0.017864583333333343,0.0,0.0
3,14,1.025,0.4285714285714263,0.6628124999999999,0.09374999999999928,0.04195906432748539,0.0,0.0,0.029214876033057863,0.0,0.0
4,11,0.41727272727272724,6.560408781875925E-16,0.6,0.06976744186046474,0.00936734693877541,0.0,0.0,0.02121710526315786,0.0,0.0
5,6,0.33499999999999996,0.16666666666666755,0.5675510204081632,0.08163265306122428,0.019142857142857184,0.0,0.0,0.02105223315669944,0.0,0.0
6,10,0.34199999999999997,2.3592239273284576E-16,0.529322033898305,0.06779661016949139,0.011213114754098422,0.0,0.0,0.019206642066420653,0.0,0.0
7,9,0.7044444444444444,0.44444444444443765,0.5524999999999999,0.1176470588235284,0.02149152542372862,0.0,0.0,0.019557522123893764,0.0,0.0
8,12,1.0991666666666666,0.49999999999999317,0.6344999999999998,0.1749999999999981,0.04532646048109956,0.0,0.0,0.022947558770343532,0.0,0.0
9,21,0.6280952380952382,0.23809523809523886,0.6331683168316831,0.1881188118811868,0.03281094527363174,0.0,0.0,0.024464422341239425,0.0,0.0
10,12,0.34833333333333333,0.24999999999999992,0.6029203539823008,0.19469026548672447,0.013750000000000049,0.0,0.0,0.023348183687457117,0.0,0.0
11,6,1.3216666666666665,0.8333333333333304,0.6391596638655462,0.22689075630251973,0.08526881720430084,0.0,0.0,0.02526071072733306,0.0,0.0
12,17,0.4029411764705882,-0.05882352941176507,0.6096323529411765,0.19117647058823412,0.012685185185185067,0.0,0.0,0.023348352576738885,0.0,0.0
13,10,0.568,0.20000000000000057,0.6067808219178082,0.19178082191780718,0.022450592885375428,0.0,0.0,0.023288643533122967,0.0,0.0
