Step,#Calls,Payoff Per Call,Happiness Per Call,Avg Payoff in Window,Avg Happiness in Window,Expected Payoff for perfect agents,Expected Payoff for selfish agents,Expected Payoff for generous agents,Avg Expected Payoff for perfect agents in Window,Avg Expected Payoff for selfish agents in Window,Avg Expected Payoff for generous agents in Window,Expected Callee Payoff for perfect agents,Expected Callee Payoff for selfish agents,Expected Callee Payoff for generous agents,Avg Expected Callee Payoff for perfect agents in Window,Avg Expected Callee Payoff for selfish agents in Window,Avg Expected Callee Payoff for generous agents in Window
2,23,0.5917391304347825,0.2608695652173937,0.5917391304347825,0.2608695652173937,0.0,0.01737134863278883,0.028453885170341454,0.0,0.01737134863278883,0.028453885170341454,0.0,0.3875,0.3333333333333333,0.0,0.3875,0.3333333333333333
3,16,0.08937499999999998,-0.06249999999999967,0.3856410256410256,0.12820512820512975,0.0,0.01283416355334163,-0.02157315340909092,0.0,0.015963921533073622,0.015385597541428509,0.0,0.109375,0.0,0.0,0.2638888888888889,0.3333333333333333
4,18,0.47333333333333333,0.16666666666666707,0.41333333333333333,0.14035087719298364,0.0,0.03464608415900204,0.004556267742584433,0.0,0.02062949880947445,0.012645248842330769,0.0,0.2708333333333333,0.375,0.0,0.265625,0.3611111111111111
5,14,0.29857142857142854,0.21428571428571663,0.39070422535211263,0.15492957746479014,0.0,0.01338341617950792,0.007819687807783022,0.0,0.019037283306206514,0.011689575385611044,0.0,0.14285714285714285,0.35714285714285715,0.0,0.25,0.359375
6,12,0.6466666666666666,0.3333333333333368,0.42771084337349397,0.18072289156626678,0.0,0.019584630930294323,0.05034392047185234,0.0,0.019123021675294394,0.01713041807632148,0.0,0.375,0.5,0.0,0.2692307692307692,0.375
7,8,0.49,0.12499999999999947,0.4331868131868132,0.17582417582417734,0.0,0.02173698692960338,8.91514500537053E-4,0.0,0.019412378525584816,0.015393799870280741,0.0,0.4166666666666667,0.125,0.0,0.28169014084507044,0.35
8,12,0.9658333333333333,0.6666666666666641,0.495242718446602,0.2330097087378651,0.0,0.026510274212777837,0.03370008873114466,0.0,0.02050004974463335,0.01864260113416863,0.0,0.625,0.25,0.0,0.30844155844155846,0.3269230769230769
9,12,-0.061666666666666675,-0.333333333333332,0.4371304347826087,0.17391304347826192,0.0,-0.014546159267089489,0.03270444167704444,0.0,0.016935747503611397,0.020066338110077,0.0,0.025,0.75,0.0,0.27586206896551724,0.35714285714285715
10,15,0.984,0.3999999999999986,0.5002307692307693,0.20000000000000076,0.0,0.029102822209965074,0.030014705130172355,0.0,0.018748073446184208,0.0216156739574689,0.0,0.6136363636363636,0.5,0.0,0.3137755102040816,0.375
11,16,0.6525,0.1875000000000005,0.5169178082191781,0.1986301369863021,0.0,0.019131063249408057,0.05839424288233812,0.0,0.01878574685332528,0.02512210531683143,0.0,0.3611111111111111,0.5,0.0,0.3177570093457944,0.3974358974358974
12,13,0.7123076923076923,0.15384615384615535,0.5328930817610064,0.19496855345912031,0.0,0.026646456867481082,0.02364181645287636,0.0,0.0194755111426469,0.02498935038496275,0.0,0.45,0.5833333333333334,0.0,0.32905982905982906,0.4107142857142857
13,13,0.6223076923076923,0.07692307692307748,0.5396511627906977,0.18604651162790775,0.0,0.022321813742918757,0.017006459149316307,0.0,0.01972252923949541,0.024293658279039336,0.0,0.2777777777777778,0.8125,0.0,0.3253968253968254,0.44565217391304346
14,12,0.49416666666666664,0.08333333333333241,0.5366847826086957,0.17934782608695718,0.0,0.02697739679485715,0.02436971436301797,0.0,0.020061326744242772,0.0242977146035182,0.0,0.25,0.5,0.0,0.32037037037037036,0.4489795918367347
15,11,0.4854545454545454,-0.09090909090909027,0.5337948717948718,0.16410256410256477,0.0,0.021594532935125484,0.013233634033323461,0.0,0.020146875810418866,0.023696121570150636,0.0,0.45,0.5,0.0,0.3293103448275862,0.45
